id,dropGroup,dropItem,dropPr,dropNumber
3674,95013101,122406,1000,"2,2"
3675,95013201,11,1000,"1500,1500"
3676,95013201,2,1000,"15,15"
3677,95013201,123102,1000,"2,2"
3678,95013201,122406,1000,"2,2"
3679,95013301,11,1000,"1500,1500"
3680,95013301,2,1000,"15,15"
3681,95013301,123103,1000,"2,2"
3682,95013301,122406,1000,"2,2"
3683,95013401,11,1000,"1500,1500"
3684,95013401,2,1000,"15,15"
3685,95013401,123104,1000,"2,2"
3686,95013401,122406,1000,"2,2"
3687,95013501,11,1000,"3750,3750"
3688,95013501,2,1000,"60,60"
3689,95013501,1616101,1000,"1,1"
3690,95013501,123202,1000,"1,1"
3691,95013501,123302,1000,"1,1"
3692,95013601,11,1000,"1500,1500"
3693,95013601,2,1000,"15,15"
3694,95013601,123105,1000,"2,2"
3695,95013601,122406,1000,"2,2"
3696,95013701,11,1000,"1500,1500"
3697,95013701,2,1000,"15,15"
3698,95013701,123106,1000,"2,2"
3699,95013701,122406,1000,"2,2"
3700,95013801,11,1000,"1500,1500"
3701,95013801,2,1000,"15,15"
3702,95013801,123101,1000,"2,2"
3703,95013801,122406,1000,"2,2"
3704,95013901,11,1000,"1500,1500"
3705,95013901,2,1000,"15,15"
3706,95013901,123102,1000,"2,2"
3707,95013901,122406,1000,"2,2"
3708,95014001,11,1000,"3750,3750"
3709,95014001,2,1000,"60,60"
3710,95014001,1616101,1000,"1,1"
3711,95014001,123202,1000,"1,1"
3712,95014001,123302,1000,"1,1"
3713,95014101,11,1000,"1500,1500"
3714,95014101,2,1000,"15,15"
3715,95014101,123103,1000,"2,2"
3716,95014101,122407,1000,"2,2"
3717,95014201,11,1000,"1500,1500"
3718,95014201,2,1000,"15,15"
3719,95014201,123104,1000,"2,2"
3720,95014201,122407,1000,"2,2"
3721,95014301,11,1000,"1500,1500"
3722,95014301,2,1000,"15,15"
3723,95014301,123105,1000,"2,2"
3724,95014301,122407,1000,"2,2"
3725,95014401,11,1000,"1500,1500"
3726,95014401,2,1000,"15,15"
3727,95014401,123106,1000,"2,2"
3728,95014401,122407,1000,"2,2"
3729,95014501,11,1000,"3750,3750"
3730,95014501,2,1000,"60,60"
3731,95014501,1616101,1000,"1,1"
3732,95014501,123202,1000,"1,1"
3733,95014501,123302,1000,"1,1"
3734,95014601,11,1000,"1500,1500"
3735,95014601,2,1000,"15,15"
3736,95014601,123101,1000,"2,2"
3737,95014601,122407,1000,"2,2"
3738,95014701,11,1000,"1500,1500"
3739,95014701,2,1000,"15,15"
3740,95014701,123102,1000,"2,2"
3741,95014701,122407,1000,"2,2"
3742,95014801,11,1000,"1500,1500"
3743,95014801,2,1000,"15,15"
3744,95014801,123103,1000,"2,2"
3745,95014801,122407,1000,"2,2"
3746,95014901,11,1000,"1500,1500"
3747,95014901,2,1000,"15,15"
3748,95014901,123104,1000,"2,2"
3749,95014901,122407,1000,"2,2"
3750,95015001,11,1000,"3750,3750"
3751,95015001,2,1000,"60,60"
3752,95015001,1616101,1000,"1,1"
3753,95015001,123202,1000,"1,1"
3754,95015001,123302,1000,"1,1"
3755,95015101,11,1000,"1500,1500"
3756,95015101,2,1000,"15,15"
3757,95015101,123105,1000,"2,2"
3758,95015101,122408,1000,"2,2"
3759,95015201,11,1000,"1500,1500"
3760,95015201,2,1000,"15,15"
3761,95015201,123106,1000,"2,2"
3762,95015201,122408,1000,"2,2"
3763,95015301,11,1000,"1500,1500"
3764,95015301,2,1000,"15,15"
3765,95015301,123101,1000,"2,2"
3766,95015301,122408,1000,"2,2"
3767,95015401,11,1000,"1500,1500"
3768,95015401,2,1000,"15,15"
3769,95015401,123102,1000,"2,2"
3770,95015401,122408,1000,"2,2"
3771,95015501,11,1000,"3750,3750"
3772,95015501,2,1000,"60,60"
3773,95015501,1616101,1000,"1,1"
3774,95015501,123203,1000,"1,1"
3775,95015501,123303,1000,"1,1"
3776,95015601,11,1000,"1500,1500"
3777,95015601,2,1000,"15,15"
3778,95015601,123103,1000,"2,2"
3779,95015601,122408,1000,"2,2"
3780,95015701,11,1000,"1500,1500"
3781,95015701,2,1000,"15,15"
3782,95015701,123104,1000,"2,2"
3783,95015701,122408,1000,"2,2"
3784,95015801,11,1000,"1500,1500"
3785,95015801,2,1000,"15,15"
3786,95015801,123105,1000,"2,2"
3787,95015801,122408,1000,"2,2"
3788,95015901,11,1000,"1500,1500"
3789,95015901,2,1000,"15,15"
3790,95015901,123106,1000,"2,2"
3791,95015901,122408,1000,"2,2"
3792,95016001,11,1000,"3750,3750"
3793,95016001,2,1000,"60,60"
3794,95016001,1616101,1000,"1,1"
3795,95016001,123203,1000,"1,1"
3796,95016001,123303,1000,"1,1"
3797,95016101,11,1000,"2000,2000"
3798,95016101,2,1000,"20,20"
3799,95016101,123101,1000,"2,2"
3800,95016101,122409,1000,"2,2"
3801,95016201,11,1000,"2000,2000"
3802,95016201,2,1000,"20,20"
3803,95016201,123102,1000,"2,2"
3804,95016201,122409,1000,"2,2"
3805,95016301,11,1000,"2000,2000"
3806,95016301,2,1000,"20,20"
3807,95016301,123103,1000,"2,2"
3808,95016301,122409,1000,"2,2"
3809,95016401,11,1000,"2000,2000"
3810,95016401,2,1000,"20,20"
3811,95016401,123104,1000,"2,2"
3812,95016401,122409,1000,"2,2"
3813,95016501,11,1000,"5000,5000"
3814,95016501,2,1000,"80,80"
3815,95016501,1616101,1000,"1,1"
3816,95016501,123203,1000,"1,1"
3817,95016501,123303,1000,"1,1"
3818,95016601,11,1000,"2000,2000"
3819,95016601,2,1000,"20,20"
3820,95016601,123105,1000,"2,2"
3821,95016601,122409,1000,"2,2"
3822,95016701,11,1000,"2000,2000"
3823,95016701,2,1000,"20,20"
3824,95016701,123106,1000,"2,2"
3825,95016701,122409,1000,"2,2"
3826,95016801,11,1000,"2000,2000"
3827,95016801,2,1000,"20,20"
3828,95016801,123101,1000,"2,2"
3829,95016801,122409,1000,"2,2"
3830,95016901,11,1000,"2000,2000"
3831,95016901,2,1000,"20,20"
3832,95016901,123102,1000,"2,2"
3833,95016901,122409,1000,"2,2"
3834,95017001,11,1000,"5000,5000"
3835,95017001,2,1000,"80,80"
3836,95017001,1616101,1000,"1,1"
3837,95017001,123203,1000,"1,1"
3838,95017001,123303,1000,"1,1"
3839,95017101,11,1000,"2000,2000"
3840,95017101,2,1000,"20,20"
3841,95017101,123103,1000,"2,2"
3842,95017101,122410,1000,"2,2"
3843,95017201,11,1000,"2000,2000"
3844,95017201,2,1000,"20,20"
3845,95017201,123104,1000,"2,2"
3846,95017201,122410,1000,"2,2"
3847,95017301,11,1000,"2000,2000"
3848,95017301,2,1000,"20,20"
3849,95017301,123105,1000,"2,2"
3850,95017301,122410,1000,"2,2"
3851,95017401,11,1000,"2000,2000"
3852,95017401,2,1000,"20,20"
3853,95017401,123106,1000,"2,2"
3854,95017401,122410,1000,"2,2"
3855,95017501,11,1000,"5000,5000"
3856,95017501,2,1000,"80,80"
3857,95017501,1616101,1000,"1,1"
3858,95017501,123203,1000,"1,1"
3859,95017501,123303,1000,"1,1"
3860,95017601,11,1000,"2000,2000"
3861,95017601,2,1000,"20,20"
3862,95017601,123101,1000,"2,2"
3863,95017601,122410,1000,"2,2"
3864,95017701,11,1000,"2000,2000"
3865,95017701,2,1000,"20,20"
3866,95017701,123102,1000,"2,2"
3867,95017701,122410,1000,"2,2"
3868,95017801,11,1000,"2000,2000"
3869,95017801,2,1000,"20,20"
3870,95017801,123103,1000,"2,2"
3871,95017801,122410,1000,"2,2"
3872,95017901,11,1000,"2000,2000"
3873,95017901,2,1000,"20,20"
3874,95017901,123104,1000,"2,2"
3875,95017901,122410,1000,"2,2"
3876,95018001,11,1000,"5000,5000"
3877,95018001,2,1000,"80,80"
3878,95018001,1616101,1000,"1,1"
3879,95018001,123204,1000,"1,1"
3880,95018001,123304,1000,"1,1"
3881,2010011,122101,1000,"2,3"
3882,2010011,122102,1000,"1,1"
3883,2010011,11,1000,"1000,1000"
3884,2010021,122201,1000,"2,3"
3885,2010021,122202,1000,"1,1"
3886,2010021,11,1000,"1000,1000"
3887,2010031,122301,1000,"2,3"
3888,2010031,122302,1000,"1,1"
3889,2010031,122401,1000,"2,3"
3890,2010031,122402,1000,"1,1"
3891,2010031,11,1000,"1000,1000"
3892,2010041,122301,1000,"2,3"
3893,2010041,122302,1000,"1,1"
3894,2010041,11,1000,"1000,1000"
3895,2010051,122401,1000,"2,3"
3896,2010051,122402,1000,"1,1"
3897,2010051,11,1000,"1000,1000"
3898,2010061,122101,1000,"2,3"
3899,2010061,122102,1000,"1,1"
3900,2010061,122201,1000,"2,3"
3901,2010061,122202,1000,"1,1"
3902,2010061,11,1000,"1000,1000"
3903,2020011,122101,1000,"3,4"
3904,2020011,122102,1000,"1,2"
3905,2020011,11,1000,"1000,1000"
3906,2020021,122201,1000,"3,4"
3907,2020021,122202,1000,"1,2"
3908,2020021,11,1000,"1000,1000"
3909,2020031,122301,1000,"3,4"
3910,2020031,122401,1000,"3,4"
3911,2020031,122302,1000,"1,2"
3912,2020031,122402,1000,"1,2"
3913,2020031,11,1000,"1000,1000"
3914,2020041,122301,1000,"3,4"
3915,2020041,122302,1000,"1,2"
3916,2020041,11,1000,"1000,1000"
3917,2020051,122401,1000,"3,4"
3918,2020051,122402,1000,"1,2"
3919,2020051,11,1000,"1000,1000"
3920,2020061,122101,1000,"3,4"
3921,2020061,122201,1000,"3,4"
3922,2020061,122102,1000,"1,2"
3923,2020061,122202,1000,"1,2"
3924,2020061,11,1000,"1000,1000"
3925,2030011,122102,1000,"2,2"
3926,2030011,11,1000,"1000,1000"
3927,2030021,122202,1000,"2,2"
3928,2030021,11,1000,"1000,1000"
3929,2030031,122302,1000,"2,2"
3930,2030031,122402,1000,"2,2"
3931,2030031,11,1000,"1000,1000"
3932,2030041,122302,1000,"2,2"
3933,2030041,11,1000,"1000,1000"
3934,2030051,122402,1000,"2,2"
3935,2030051,11,1000,"1000,1000"
3936,2030061,122102,1000,"2,2"
3937,2030061,122202,1000,"2,2"
3938,2030061,11,1000,"1000,1000"
3939,2040011,122102,1000,"2,3"
3940,2040011,122103,1000,"1,1"
3941,2040011,11,1000,"1000,1000"
3942,2040021,122202,1000,"2,3"
3943,2040021,122203,1000,"1,1"
3944,2040021,11,1000,"1000,1000"
3945,2040031,122302,1000,"2,3"
3946,2040031,122303,1000,"1,1"
3947,2040031,122402,1000,"2,3"
3948,2040031,122403,1000,"1,1"
3949,2040031,11,1000,"1000,1000"
3950,2040041,122302,1000,"2,3"
3951,2040041,122303,1000,"1,1"
3952,2040041,11,1000,"1000,1000"
3953,2040051,122402,1000,"2,3"
3954,2040051,122403,1000,"1,1"
3955,2040051,11,1000,"1000,1000"
3956,2040061,122102,1000,"2,3"
3957,2040061,122103,1000,"1,1"
3958,2040061,122202,1000,"2,3"
3959,2040061,122203,1000,"1,1"
3960,2040061,11,1000,"1000,1000"
3961,2050011,122103,1000,"1,2"
3962,2050011,11,1000,"1000,1000"
3963,2050021,122203,1000,"1,2"
3964,2050021,11,1000,"1000,1000"
3965,2050031,122303,1000,"1,2"
3966,2050031,122403,1000,"1,2"
3967,2050031,11,1000,"1000,1000"
3968,2050041,122303,1000,"1,2"
3969,2050041,11,1000,"1000,1000"
3970,2050051,122403,1000,"1,2"
3971,2050051,11,1000,"1000,1000"
3972,2050061,122103,1000,"1,2"
3973,2050061,122203,1000,"1,2"
3974,2050061,11,1000,"1000,1000"
3975,2060011,122103,1000,"1,2"
3976,2060011,122104,1000,"1,1"
3977,2060011,11,1000,"1000,1000"
3978,2060021,122203,1000,"1,2"
3979,2060021,122204,1000,"1,1"
3980,2060021,11,1000,"1000,1000"
3981,2060031,122303,1000,"1,2"
3982,2060031,122304,1000,"1,1"
3983,2060031,122403,1000,"1,2"
3984,2060031,122404,1000,"1,1"
3985,2060031,11,1000,"1000,1000"
3986,2060041,122303,1000,"1,2"
3987,2060041,122304,1000,"1,1"
3988,2060041,11,1000,"1000,1000"
3989,2060051,122403,1000,"1,2"
3990,2060051,122404,1000,"1,1"
3991,2060051,11,1000,"1000,1000"
3992,2060061,122103,1000,"1,2"
3993,2060061,122104,1000,"1,1"
3994,2060061,122203,1000,"1,2"
3995,2060061,122204,1000,"1,1"
3996,2060061,11,1000,"1000,1000"
3997,2070011,122104,1000,"1,2"
3998,2070011,11,1000,"1000,1000"
3999,2070021,122204,1000,"1,2"
4000,2070021,11,1000,"1000,1000"
4001,2070031,122304,1000,"1,2"
4002,2070031,122404,1000,"1,2"
4003,2070031,11,1000,"1000,1000"
4004,2070041,122304,1000,"1,2"
4005,2070041,11,1000,"1000,1000"
4006,2070051,122404,1000,"1,2"
4007,2070051,11,1000,"1000,1000"
4008,2070061,122104,1000,"1,2"
4009,2070061,122204,1000,"1,2"
4010,2070061,11,1000,"1000,1000"
4011,2080011,122104,1000,"1,2"
4012,2080011,11,1000,"1000,1000"
4013,2080021,122204,1000,"1,2"
4014,2080021,11,1000,"1000,1000"
4015,2080031,122304,1000,"1,2"
4016,2080031,122404,1000,"1,2"
4017,2080031,11,1000,"1000,1000"
4018,2080041,122304,1000,"1,2"
4019,2080041,11,1000,"1000,1000"
4020,2080051,122404,1000,"1,2"
4021,2080051,11,1000,"1000,1000"
4022,2080061,122104,1000,"1,2"
4023,2080061,122204,1000,"1,2"
4024,2080061,11,1000,"1000,1000"
4025,2090011,122104,1000,"1,2"
4026,2090011,11,1000,"1000,1000"
4027,2090021,122204,1000,"1,2"
4028,2090021,11,1000,"1000,1000"
4029,2090031,122304,1000,"1,2"
4030,2090031,122404,1000,"1,2"
4031,2090031,11,1000,"1000,1000"
4032,2090041,122304,1000,"1,2"
4033,2090041,11,1000,"1000,1000"
4034,2090051,122404,1000,"1,2"
4035,2090051,11,1000,"1000,1000"
4036,2090061,122104,1000,"1,2"
4037,2090061,122204,1000,"1,2"
4038,2090061,11,1000,"1000,1000"
4039,2100011,122104,1000,"1,2"
4040,2100011,122105,1000,"1,1"
4041,2100011,11,1000,"1000,1000"
4042,2100021,122204,1000,"1,2"
4043,2100021,122205,1000,"1,1"
4044,2100021,11,1000,"1000,1000"
4045,2100031,122304,1000,"1,2"
4046,2100031,122305,1000,"1,1"
4047,2100031,122404,1000,"1,2"
4048,2100031,122405,1000,"1,1"
4049,2100031,11,1000,"1000,1000"
4050,2100041,122304,1000,"1,2"
4051,2100041,122305,1000,"1,1"
4052,2100041,11,1000,"1000,1000"
4053,2100051,122404,1000,"1,2"
4054,2100051,122405,1000,"1,1"
4055,2100051,11,1000,"1000,1000"
4056,2100061,122104,1000,"1,2"
4057,2100061,122105,1000,"1,1"
4058,2100061,122204,1000,"1,2"
4059,2100061,122205,1000,"1,1"
4060,2100061,11,1000,"1000,1000"
4061,2110011,122105,1000,"1,2"
4062,2110011,11,1000,"1000,1000"
4063,2110021,122205,1000,"1,2"
4064,2110021,11,1000,"1000,1000"
4065,2110031,122305,1000,"1,2"
4066,2110031,122405,1000,"1,2"
4067,2110031,11,1000,"1000,1000"
4068,2110041,122305,1000,"1,2"
4069,2110041,11,1000,"1000,1000"
4070,2110051,122405,1000,"1,2"
4071,2110051,11,1000,"1000,1000"
4072,2110061,122105,1000,"1,2"
4073,2110061,122205,1000,"1,2"
4074,2110061,11,1000,"1000,1000"
4075,2120011,122105,1000,"1,2"
4076,2120011,11,1000,"1000,1000"
4077,2120021,122205,1000,"1,2"
4078,2120021,11,1000,"1000,1000"
4079,2120031,122305,1000,"1,2"
4080,2120031,122405,1000,"1,2"
4081,2120031,11,1000,"1000,1000"
4082,2120041,122305,1000,"1,2"
4083,2120041,11,1000,"1000,1000"
4084,2120051,122405,1000,"1,2"
4085,2120051,11,1000,"1000,1000"
4086,2120061,122105,1000,"1,2"
4087,2120061,122205,1000,"1,2"
4088,2120061,11,1000,"1000,1000"
4089,2130011,122105,1000,"1,2"
4090,2130011,11,1000,"1000,1000"
4091,2130021,122205,1000,"1,2"
4092,2130021,11,1000,"1000,1000"
4093,2130031,122305,1000,"1,2"
4094,2130031,122405,1000,"1,2"
4095,2130031,11,1000,"1000,1000"
4096,2130041,122305,1000,"1,2"
4097,2130041,11,1000,"1000,1000"
4098,2130051,122405,1000,"1,2"
4099,2130051,11,1000,"1000,1000"
4100,2130061,122105,1000,"1,2"
4101,2130061,122205,1000,"1,2"
4102,2130061,11,1000,"1000,1000"
4103,2140011,122105,1000,"1,2"
4104,2140011,122106,1000,"1,1"
4105,2140011,11,1000,"1000,1000"
4106,2140021,122205,1000,"1,2"
4107,2140021,122206,1000,"1,1"
4108,2140021,11,1000,"1000,1000"
4109,2140031,122305,1000,"1,2"
4110,2140031,122306,1000,"1,1"
4111,2140031,122405,1000,"1,2"
4112,2140031,122406,1000,"1,1"
4113,2140031,11,1000,"1000,1000"
4114,2140041,122305,1000,"1,2"
4115,2140041,122306,1000,"1,1"
4116,2140041,11,1000,"1000,1000"
4117,2140051,122405,1000,"1,2"
4118,2140051,122406,1000,"1,1"
4119,2140051,11,1000,"1000,1000"
4120,2140061,122105,1000,"1,2"
4121,2140061,122106,1000,"1,1"
4122,2140061,122205,1000,"1,2"
4123,2140061,122206,1000,"1,1"
4124,2140061,11,1000,"1000,1000"
4125,2150011,122106,1000,"1,2"
4126,2150011,11,1000,"1000,1000"
4127,2150021,122206,1000,"1,2"
4128,2150021,11,1000,"1000,1000"
4129,2150031,122306,1000,"1,2"
4130,2150031,122406,1000,"1,2"
4131,2150031,11,1000,"1000,1000"
4132,2150041,122306,1000,"1,2"
4133,2150041,11,1000,"1000,1000"
4134,2150051,122406,1000,"1,2"
4135,2150051,11,1000,"1000,1000"
4136,2150061,122106,1000,"1,2"
4137,2150061,122206,1000,"1,2"
4138,2150061,11,1000,"1000,1000"
4139,2160011,122106,1000,"1,2"
4140,2160011,11,1000,"1000,1000"
4141,2160021,122206,1000,"1,2"
4142,2160021,11,1000,"1000,1000"
4143,2160031,122306,1000,"1,2"
4144,2160031,122406,1000,"1,2"
4145,2160031,11,1000,"1000,1000"
4146,2160041,122306,1000,"1,2"
4147,2160041,11,1000,"1000,1000"
4148,2160051,122406,1000,"1,2"
4149,2160051,11,1000,"1000,1000"
4150,2160061,122106,1000,"1,2"
4151,2160061,122206,1000,"1,2"
4152,2160061,11,1000,"1000,1000"
4153,2010017,11,1000,"8000,8000"
4154,2010027,11,1000,"8000,8000"
4155,2010037,11,1000,"8000,8000"
4156,2010047,11,1000,"8000,8000"
4157,2010057,11,1000,"8000,8000"
4158,2010067,11,1000,"8000,8000"
4159,2020017,11,1000,"8000,8000"
4160,2020027,11,1000,"8000,8000"
4161,2020037,11,1000,"8000,8000"
4162,2020047,11,1000,"8000,8000"
4163,2020057,11,1000,"8000,8000"
4164,2020067,11,1000,"8000,8000"
4165,2030017,11,1000,"8000,8000"
4166,2030027,11,1000,"8000,8000"
4167,2030037,11,1000,"8000,8000"
4168,2030047,11,1000,"8000,8000"
4169,2030057,11,1000,"8000,8000"
4170,2030067,11,1000,"8000,8000"
4171,2040017,11,1000,"8000,8000"
4172,2040027,11,1000,"8000,8000"
4173,2040037,11,1000,"8000,8000"
4174,2040047,11,1000,"8000,8000"
4175,2040057,11,1000,"8000,8000"
4176,2040067,11,1000,"8000,8000"
4177,2050017,11,1000,"8000,8000"
4178,2050027,11,1000,"8000,8000"
4179,2050037,11,1000,"8000,8000"
4180,2050047,11,1000,"8000,8000"
4181,2050057,11,1000,"8000,8000"
4182,2050067,11,1000,"8000,8000"
4183,2060017,11,1000,"8000,8000"
4184,2060027,11,1000,"8000,8000"
4185,2060037,11,1000,"8000,8000"
4186,2060047,11,1000,"8000,8000"
4187,2060057,11,1000,"8000,8000"
4188,2060067,11,1000,"8000,8000"
4189,2070017,11,1000,"8000,8000"
4190,2070027,11,1000,"8000,8000"
4191,2070037,11,1000,"8000,8000"
4192,2070047,11,1000,"8000,8000"
4193,2070057,11,1000,"8000,8000"
4194,2070067,11,1000,"8000,8000"
4195,2080017,11,1000,"8000,8000"
4196,2080027,11,1000,"8000,8000"
4197,2080037,11,1000,"8000,8000"
4198,2080047,11,1000,"8000,8000"
4199,2080057,11,1000,"8000,8000"
4200,2080067,11,1000,"8000,8000"
4201,2090017,11,1000,"8000,8000"
4202,2090027,11,1000,"8000,8000"
4203,2090037,11,1000,"8000,8000"
4204,2090047,11,1000,"8000,8000"
4205,2090057,11,1000,"8000,8000"
4206,2090067,11,1000,"8000,8000"
4207,2100017,11,1000,"8000,8000"
4208,2100027,11,1000,"8000,8000"
4209,2100037,11,1000,"8000,8000"
4210,2100047,11,1000,"8000,8000"
4211,2100057,11,1000,"8000,8000"
4212,2100067,11,1000,"8000,8000"
4213,2110017,11,1000,"12000,12000"
4214,2110027,11,1000,"12000,12000"
4215,2110037,11,1000,"12000,12000"
4216,2110047,11,1000,"12000,12000"
4217,2110057,11,1000,"12000,12000"
4218,2110067,11,1000,"12000,12000"
4219,2120017,11,1000,"12000,12000"
4220,2120027,11,1000,"12000,12000"
4221,2120037,11,1000,"12000,12000"
4222,2120047,11,1000,"12000,12000"
4223,2120057,11,1000,"12000,12000"
4224,2120067,11,1000,"12000,12000"
4225,2130017,11,1000,"12000,12000"
4226,2130027,11,1000,"12000,12000"
4227,2130037,11,1000,"12000,12000"
4228,2130047,11,1000,"12000,12000"
4229,2130057,11,1000,"12000,12000"
4230,2130067,11,1000,"12000,12000"
4231,2140017,11,1000,"12000,12000"
4232,2140027,11,1000,"12000,12000"
4233,2140037,11,1000,"12000,12000"
4234,2140047,11,1000,"12000,12000"
4235,2140057,11,1000,"12000,12000"
4236,2140067,11,1000,"12000,12000"
4237,2150017,11,1000,"12000,12000"
4238,2150027,11,1000,"12000,12000"
4239,2150037,11,1000,"12000,12000"
4240,2150047,11,1000,"12000,12000"
4241,2150057,11,1000,"12000,12000"
4242,2150067,11,1000,"12000,12000"
4243,2160017,11,1000,"12000,12000"
4244,2160027,11,1000,"12000,12000"
4245,2160037,11,1000,"12000,12000"
4246,2160047,11,1000,"12000,12000"
4247,2160057,11,1000,"12000,12000"
4248,2160067,11,1000,"12000,12000"
4249,2170017,11,1000,"12000,12000"
4250,2170027,11,1000,"12000,12000"
4251,2170037,11,1000,"12000,12000"
4252,2170047,11,1000,"12000,12000"
4253,2170057,11,1000,"12000,12000"
4254,2170067,11,1000,"12000,12000"
4255,2180017,11,1000,"12000,12000"
4256,2180027,11,1000,"12000,12000"
4257,2180037,11,1000,"12000,12000"
4258,2180047,11,1000,"12000,12000"
4259,2180057,11,1000,"12000,12000"
4260,2180067,11,1000,"12000,12000"
4261,2010018,2,1000,"20,20"
4262,2010028,2,1000,"20,20"
4263,2010038,2,1000,"20,20"
4264,2010048,2,1000,"20,20"
4265,2010058,2,1000,"20,20"
4266,2010068,2,1000,"20,20"
4267,2020018,2,1000,"20,20"
4268,2020028,2,1000,"20,20"
4269,2020038,2,1000,"20,20"
4270,2020048,2,1000,"20,20"
4271,2020058,2,1000,"20,20"
4272,2020068,2,1000,"20,20"
4273,2030018,2,1000,"20,20"
4274,2030028,2,1000,"20,20"
4275,2030038,2,1000,"20,20"
4276,2030048,2,1000,"20,20"
4277,2030058,2,1000,"20,20"
4278,2030068,2,1000,"20,20"
4279,2040018,2,1000,"20,20"
4280,2040028,2,1000,"20,20"
4281,2040038,2,1000,"20,20"
4282,2040048,2,1000,"20,20"
4283,2040058,2,1000,"20,20"
4284,2040068,2,1000,"20,20"
4285,2050018,2,1000,"20,20"
4286,2050028,2,1000,"20,20"
4287,2050038,2,1000,"20,20"
4288,2050048,2,1000,"20,20"
4289,2050058,2,1000,"20,20"
4290,2050068,2,1000,"20,20"
4291,2060018,2,1000,"20,20"
4292,2060028,2,1000,"20,20"
4293,2060038,2,1000,"20,20"
4294,2060048,2,1000,"20,20"
4295,2060058,2,1000,"20,20"
4296,2060068,2,1000,"20,20"
4297,2070018,2,1000,"20,20"
4298,2070028,2,1000,"20,20"
4299,2070038,2,1000,"20,20"
4300,2070048,2,1000,"20,20"
4301,2070058,2,1000,"20,20"
4302,2070068,2,1000,"20,20"
4303,2080018,2,1000,"20,20"
4304,2080028,2,1000,"20,20"
4305,2080038,2,1000,"20,20"
4306,2080048,2,1000,"20,20"
4307,2080058,2,1000,"20,20"
4308,2080068,2,1000,"20,20"
4309,2090018,2,1000,"20,20"
4310,2090028,2,1000,"20,20"
4311,2090038,2,1000,"20,20"
4312,2090048,2,1000,"20,20"
4313,2090058,2,1000,"20,20"
4314,2090068,2,1000,"20,20"
4315,2100018,2,1000,"20,20"
4316,2100028,2,1000,"20,20"
4317,2100038,2,1000,"20,20"
4318,2100048,2,1000,"20,20"
4319,2100058,2,1000,"20,20"
4320,2100068,2,1000,"20,20"
4321,2110018,2,1000,"30,30"
4322,2110028,2,1000,"30,30"
4323,2110038,2,1000,"30,30"
4324,2110048,2,1000,"30,30"
4325,2110058,2,1000,"30,30"
4326,2110068,2,1000,"30,30"
4327,2120018,2,1000,"30,30"
4328,2120028,2,1000,"30,30"
4329,2120038,2,1000,"30,30"
4330,2120048,2,1000,"30,30"
4331,2120058,2,1000,"30,30"
4332,2120068,2,1000,"30,30"
4333,2130018,2,1000,"30,30"
4334,2130028,2,1000,"30,30"
4335,2130038,2,1000,"30,30"
4336,2130048,2,1000,"30,30"
4337,2130058,2,1000,"30,30"
4338,2130068,2,1000,"30,30"
4339,2140018,2,1000,"30,30"
4340,2140028,2,1000,"30,30"
4341,2140038,2,1000,"30,30"
4342,2140048,2,1000,"30,30"
4343,2140058,2,1000,"30,30"
4344,2140068,2,1000,"30,30"
4345,2150018,2,1000,"30,30"
4346,2150028,2,1000,"30,30"
4347,2150038,2,1000,"30,30"
4348,2150048,2,1000,"30,30"
4349,2150058,2,1000,"30,30"
4350,2150068,2,1000,"30,30"
4351,2160018,2,1000,"30,30"
4352,2160028,2,1000,"30,30"
4353,2160038,2,1000,"30,30"
4354,2160048,2,1000,"30,30"
4355,2160058,2,1000,"30,30"
4356,2160068,2,1000,"30,30"
4357,2170018,2,1000,"30,30"
4358,2170028,2,1000,"30,30"
4359,2170038,2,1000,"30,30"
4360,2170048,2,1000,"30,30"
4361,2170058,2,1000,"30,30"
4362,2170068,2,1000,"30,30"
4363,2180018,2,1000,"30,30"
4364,2180028,2,1000,"30,30"
4365,2180038,2,1000,"30,30"
4366,2180048,2,1000,"30,30"
4367,2180058,2,1000,"30,30"
4368,2180068,2,1000,"30,30"
4369,1030041,2,1000,"20,20"
4370,1030041,11,1000,"2000,2000"
4371,1040021,2,1000,"20,20"
4372,1040042,2,1000,"20,20"
4373,1040044,2,1000,"20,20"
4374,1050021,2,1000,"20,20"
4375,1050042,2,1000,"20,20"
4376,1050044,2,1000,"20,20"
4377,1060021,2,1000,"20,20"
4378,1060042,2,1000,"20,20"
4379,1060044,2,1000,"20,20"
4380,1070021,2,1000,"20,20"
4381,1070042,2,1000,"20,20"
4382,1070044,2,1000,"20,20"
4383,1080021,2,1000,"20,20"
4384,1080042,2,1000,"20,20"
4385,1080044,2,1000,"20,20"
4386,1090021,2,1000,"20,20"
4387,1090042,2,1000,"20,20"
4388,1090044,2,1000,"20,20"
4389,1100021,2,1000,"20,20"
4390,1100042,2,1000,"20,20"
4391,1100044,2,1000,"20,20"
4392,1110021,2,1000,"20,20"
4393,1110024,2,1000,"20,20"
4394,1110042,2,1000,"20,20"
4395,1110044,2,1000,"20,20"
4396,1110046,2,1000,"20,20"
4397,1120021,2,1000,"20,20"
4398,1120024,2,1000,"20,20"
4399,1120042,2,1000,"20,20"
4400,1120044,2,1000,"20,20"
4401,1120046,2,1000,"20,20"
4402,1040021,11,1000,"2000,2000"
4403,1040042,11,1000,"2000,2000"
4404,1040044,11,1000,"2000,2000"
