id,comment,eventsID,objectEffectsID,triggerEffectsID,triggerObject,triggerType,triggerParam,triggerCD,triggerPR,duration,type
200111,繁盛意识1级,,2001111,,1,25,,0,100,999,
200112,繁盛意识2级,,2001121,,1,25,,0,100,999,
200113,繁盛意识3级,,2001131,,1,25,,0,100,999,
200114,繁盛意识4级,,2001141,,1,25,,0,100,999,
200115,繁盛意识5级,,2001151,,1,25,,0,100,999,
700807,boss布莱恩转阶段buff,,70080701,,1,1,700804,-1,100,999,
700808,boss布莱恩暴击后buff,,70080801,,1,3,,0,100,999,
200011,罪欲之肇1级,,2000111,,1,3,,1,100,999,
200012,罪欲之肇2级,,2000121,,1,3,,1,100,999,
200013,罪欲之肇3级,,2000131,,1,3,,1,100,999,
200014,罪欲之肇4级,,2000141,,1,3,,1,100,999,
200015,罪欲之肇5级,,2000151,,1,3,,1,100,999,
200041,撕裂之锋1级,,"2000411,2000413",,1,15,0,-1,100,999,
200042,撕裂之锋2级,,"2000421,2000413",,1,15,0,-1,100,999,
200043,撕裂之锋3级,,"2000431,2000413",,1,15,0,-1,100,999,
200044,撕裂之锋4级,,"2000441,2000413",,1,15,0,-1,100,999,
200045,撕裂之锋5级,,"2000451,2000413",,1,15,0,-1,100,999,
200141,精准命中1级,,2001411,,1,25,,-1,100,999,
200142,精准命中2级,,2001421,,1,25,,-1,100,999,
200143,精准命中3级,,2001431,,1,25,,-1,100,999,
200144,精准命中4级,,2001441,,1,25,,-1,100,999,
200145,精准命中5级,,2001451,,1,25,,-1,100,999,
200151,无名礼装一1级,,,2001511,1,30,,0,100,999,
200152,无名礼装一2级,,,2001521,1,30,,0,100,999,
200153,无名礼装一3级,,,2001531,1,30,,0,100,999,
200154,无名礼装一4级,,,2001541,1,30,,0,100,999,
200155,无名礼装一5级,,,2001551,1,30,,0,100,999,
200161,无名礼装二1级,,2001611,,1,15,1,-1,100,999,
200162,无名礼装二2级,,2001621,,1,15,1,-1,100,999,
200163,无名礼装二3级,,2001631,,1,15,1,-1,100,999,
200164,无名礼装二4级,,2001641,,1,15,1,-1,100,999,
200165,无名礼装二5级,,2001651,,1,15,1,-1,100,999,
200081,戈尔贡之面1级,,2000811,,1,15,0,-1,100,999,
200082,戈尔贡之面2级,,2000821,,1,15,0,-1,100,999,
200083,戈尔贡之面3级,,2000831,,1,15,0,-1,100,999,
200084,戈尔贡之面4级,,2000841,,1,15,0,-1,100,999,
200085,戈尔贡之面5级,,2000851,,1,15,0,-1,100,999,
11730071,清醒之火1级,,117300701,,1,33,3,10,50,999,
11730072,清醒之火2级,,117300702,,1,33,3,10,50,999,
11730073,清醒之火3级,,117300703,,1,33,3,10,50,999,
11730081,镇静手镯1级,,,117300801,1,29,,0,100,999,
11730082,镇静手镯2级,,,117300802,1,29,,0,100,999,
11730083,镇静手镯3级,,,117300803,1,29,,0,100,999,
11730091,盾之耳饰1级,,,117300901,1,33,,0,100,999,
11730092,盾之耳饰2级,,,117300902,1,33,,0,100,999,
11730093,盾之耳饰3级,,,117300903,1,33,,0,100,999,
11730101,匕之耳饰1级,,117301001,,1,15,0,-1,100,999,
11730102,匕之耳饰2级,,117301002,,1,15,0,-1,100,999,
11730103,匕之耳饰3级,,117301003,,1,15,0,-1,100,999,
11730111,真诚宝石1级,,,117301101,1,26,,-1,100,999,
11730112,真诚宝石2级,,,117301102,1,26,,-1,100,999,
11730113,真诚宝石3级,,,117301103,1,26,,-1,100,999,
11730121,龙源之戒1级,,117301201,,1,15,0,-1,100,999,
11730122,龙源之戒2级,,117301202,,1,15,0,-1,100,999,
11730123,龙源之戒3级,,117301203,,1,15,0,-1,100,999,
11730131,金凰胸针1级,,117301301,,1,15,0,-1,100,999,
11730132,金凰胸针2级,,117301302,,1,15,0,-1,100,999,
11730133,金凰胸针3级,,117301303,,1,15,0,-1,100,999,
11730141,铜木颈圈1级,,117301401,,1,15,0,-1,100,999,
11730142,铜木颈圈2级,,117301402,,1,15,0,-1,100,999,
11730143,铜木颈圈3级,,117301403,,1,15,0,-1,100,999,
11730151,日眷手镯1级,,117301501,,1,15,0,-1,100,999,
11730152,日眷手镯2级,,117301502,,1,15,0,-1,100,999,
11730153,日眷手镯3级,,117301503,,1,15,0,-1,100,999,
11740071,蝠翼胸针1级,,117400701,,1,15,0,-1,100,999,
11740072,蝠翼胸针2级,,117400702,,1,15,0,-1,100,999,
11740073,蝠翼胸针3级,,117400703,,1,15,0,-1,100,999,
11740074,蝠翼胸针4级,,117400704,,1,15,0,-1,100,999,
11740075,蝠翼胸针5级,,117400705,,1,15,0,-1,100,999,
11740081,深红臂甲1级,,117400801,,1,15,30,-1,100,999,
11740082,深红臂甲2级,,117400802,,1,15,30,-1,100,999,
11740083,深红臂甲3级,,117400803,,1,15,30,-1,100,999,
11740084,深红臂甲4级,,117400804,,1,15,30,-1,100,999,
11740085,深红臂甲5级,,117400805,,1,15,30,-1,100,999,
11740091,菱晶耳饰1级,,117400901,,1,15,0,-1,100,999,
11740092,菱晶耳饰2级,,117400902,,1,15,0,-1,100,999,
11740093,菱晶耳饰3级,,117400903,,1,15,0,-1,100,999,
11740094,菱晶耳饰4级,,117400904,,1,15,0,-1,100,999,
11740095,菱晶耳饰5级,,117400905,,1,15,0,-1,100,999,
11740101,羽翼胸针1级,,117401001,,1,15,0,-1,100,999,
11740102,羽翼胸针2级,,117401002,,1,15,0,-1,100,999,
11740103,羽翼胸针3级,,117401003,,1,15,0,-1,100,999,
11740104,羽翼胸针4级,,117401004,,1,15,0,-1,100,999,
11740105,羽翼胸针5级,,117401005,,1,15,0,-1,100,999,
11740110,镰之耳饰受击监听,,117401100,,1,7,,0,100,999,
11740111,镰之耳饰1级,,117401101,,1,15,0,-1,100,999,
11740112,镰之耳饰2级,,117401102,,1,15,0,-1,100,999,
11740113,镰之耳饰3级,,117401103,,1,15,0,-1,100,999,
11740114,镰之耳饰4级,,117401104,,1,15,0,-1,100,999,
11740115,镰之耳饰5级,,117401105,,1,15,0,-1,100,999,
11740121,虔之吊坠1级,,117401201,,1,15,0,-1,100,999,
11740122,虔之吊坠2级,,117401202,,1,15,0,-1,100,999,
11740123,虔之吊坠3级,,117401203,,1,15,0,-1,100,999,
11740124,虔之吊坠4级,,117401204,,1,15,0,-1,100,999,
11740125,虔之吊坠5级,,117401205,,1,15,0,-1,100,999,
11740131,树心吊坠1级,,"117401301,117401306",,1,15,0,-1,100,999,
11740132,树心吊坠2级,,"117401302,117401307",,1,15,0,-1,100,999,
11740133,树心吊坠3级,,"117401303,117401308",,1,15,0,-1,100,999,
11740134,树心吊坠4级,,"117401304,117401309",,1,15,0,-1,100,999,
11740135,树心吊坠5级,,"117401305,117401310",,1,15,0,-1,100,999,
11740141,奥能胸针1级,,,117401401,1,32,3,0,100,999,
11740142,奥能胸针2级,,,117401402,1,32,3,0,100,999,
11740143,奥能胸针3级,,,117401403,1,32,3,0,100,999,
11740144,奥能胸针4级,,,117401404,1,32,3,0,100,999,
11740145,奥能胸针5级,,,117401405,1,32,3,0,100,999,
11740151,贪婪魔戒1级,,117401501,,1,15,0,-1,100,999,
11740152,贪婪魔戒2级,,117401502,,1,15,0,-1,100,999,
11740153,贪婪魔戒3级,,117401503,,1,15,0,-1,100,999,
11740154,贪婪魔戒4级,,117401504,,1,15,0,-1,100,999,
11740155,贪婪魔戒5级,,117401505,,1,15,0,-1,100,999,
11740161,魔能耳饰1级,,,117401601,1,29,,0,100,999,
11740162,魔能耳饰2级,,,117401602,1,29,,0,100,999,
11740163,魔能耳饰3级,,,117401603,1,29,,0,100,999,
11740164,魔能耳饰4级,,,117401604,1,29,,0,100,999,
11740165,魔能耳饰5级,,,117401605,1,29,,0,100,999,
11740171,天堂胸针1级,,117401701,,1,15,0,-1,100,999,
11740172,天堂胸针2级,,117401702,,1,15,0,-1,100,999,
11740173,天堂胸针3级,,117401703,,1,15,0,-1,100,999,
11740174,天堂胸针4级,,117401704,,1,15,0,-1,100,999,
11740175,天堂胸针5级,,117401705,,1,15,0,-1,100,999,
11740181,魔源吊坠1级,,117401801,,1,15,0,-1,100,999,
11740182,魔源吊坠2级,,117401802,,1,15,0,-1,100,999,
11740183,魔源吊坠3级,,117401803,,1,15,0,-1,100,999,
11740184,魔源吊坠4级,,117401804,,1,15,0,-1,100,999,
11740185,魔源吊坠5级,,117401805,,1,15,0,-1,100,999,
11740191,火龙之戒1级,,117401901,,1,15,0,-1,100,999,
11740192,火龙之戒2级,,117401902,,1,15,0,-1,100,999,
11740193,火龙之戒3级,,117401903,,1,15,0,-1,100,999,
11740194,火龙之戒4级,,117401904,,1,15,0,-1,100,999,
11740195,火龙之戒5级,,117401905,,1,15,0,-1,100,999,
11740201,寒叶胸针1级,,117402001,,1,15,0,-1,100,999,
11740202,寒叶胸针2级,,117402002,,1,15,0,-1,100,999,
11740203,寒叶胸针3级,,117402003,,1,15,0,-1,100,999,
11740204,寒叶胸针4级,,117402004,,1,15,0,-1,100,999,
11740205,寒叶胸针5级,,117402005,,1,15,0,-1,100,999,
11740211,三位手镯1级,,117402101,,1,15,0,-1,100,999,
11740212,三位手镯2级,,117402102,,1,15,0,-1,100,999,
11740213,三位手镯3级,,117402103,,1,15,0,-1,100,999,
11740214,三位手镯4级,,117402104,,1,15,0,-1,100,999,
11740215,三位手镯5级,,117402105,,1,15,0,-1,100,999,
11740221,诡月吊坠1级,,,117402211,1,29,0,10,100,999,
11740222,诡月吊坠2级,,,117402212,1,29,0,10,100,999,
11740223,诡月吊坠3级,,,117402213,1,29,0,10,100,999,
11740224,诡月吊坠4级,,,117402214,1,29,0,10,100,999,
11740225,诡月吊坠5级,,,117402215,1,29,0,10,100,999,
1021051,威克提姆被动1级,,10210501,,1,15,0,-1,100,999,
1021052,威克提姆被动2级,,10210502,,1,15,0,-1,100,999,
1021053,威克提姆被动3级,,10210503,,1,15,0,-1,100,999,
1021054,威克提姆被动4级,,10210504,,1,15,0,-1,100,999,
1021055,威克提姆被动5级,,10210505,,1,15,0,-1,100,999,
100141,冥河的纱布被动1级,,"1001411,1001412",,1,15,0,-1,100,999,
100142,冥河的纱布被动2级,,"1001421,1001422",,1,15,0,-1,100,999,
100143,冥河的纱布被动3级,,"1001431,1001432",,1,15,0,-1,100,999,
100144,冥河的纱布被动4级,,"1001441,1001442",,1,15,0,-1,100,999,
100145,冥河的纱布被动5级,,"1001451,1001452",,1,15,0,-1,100,999,
100190,贝西摩斯之颚监听释放奥义,,1001900,,1,25,,-1,100,999,
100191,贝西摩斯之颚1级,,,1001911,1,25,,0,100,999,
100192,贝西摩斯之颚2级,,,1001921,1,25,,0,100,999,
100193,贝西摩斯之颚3级,,,1001931,1,25,,0,100,999,
100194,贝西摩斯之颚4级,,,1001941,1,25,,0,100,999,
100195,贝西摩斯之颚5级,,,1001951,1,25,,0,100,999,
3013051,尼根被动1级,,30130501,,1,15,0,-1,100,999,
3013052,尼根被动2级,,30130502,,1,15,0,-1,100,999,
3013053,尼根被动3级,,30130503,,1,15,0,-1,100,999,
3013054,尼根被动4级,,30130504,,1,15,0,-1,100,999,
3013055,尼根被动5级,,30130505,,1,15,0,-1,100,999,
100131,楼烦箭矢1级,,1001311,,1,29,,-1,100,999,
100132,楼烦箭矢2级,,1001321,,1,29,,-1,100,999,
100133,楼烦箭矢3级,,1001331,,1,29,,-1,100,999,
100134,楼烦箭矢4级,,1001341,,1,29,,-1,100,999,
100135,楼烦箭矢5级,,1001351,,1,29,,-1,100,999,
