id,chapterId,type,unlockConditions,teamExp,characterExp,powerPay,battleID,showLevelBoss,achievement1ID,achievement1DropId,achievement2ID,achievement2DropId,target1ID,target2ID,target3ID,targetDrops,firstDrop,normalDrop,sweepDrop,yggdrasilDrop,nextLevel,chapterStory,battleStory,winStory,loseStory,exploreStory,formationLimitCharacter,formationLimitCamp,formationLimitCarrer,formationLimitRemote,formationLimitSex,challengeTimes,adaptionId,refreshType
910140,,1,,0,0,0,9101401,32003,9101401,3104002,,,,,,,3104001,,,,,,,,,,,,,,,1,10,0
910141,,1,,0,0,0,9101411,,,,,,,,,,3104101,,,,,,,,,,,,,,,1,10,0
910142,,1,,0,0,0,9101421,,,,,,,,,,3104201,,,,,,,,,,,,,,,1,10,0
910143,,1,,0,0,0,9101431,,,,,,,,,,3104301,,,,,,,,,,,,,,,1,10,0
910144,,1,,0,0,0,9101441,,,,,,,,,,3104401,,,,,,,,,,,,,,,1,10,0
910145,,1,,0,0,0,9101451,34001,9101451,3104502,,,,,,,3104501,,,,,,,,,,,,,,,1,10,0
910146,,1,,0,0,0,9101461,,,,,,,,,,3104601,,,,,,,,,,,,,,,1,10,0
910147,,1,,0,0,0,9101471,,,,,,,,,,3104701,,,,,,,,,,,,,,,1,10,0
910148,,1,,0,0,0,9101481,,,,,,,,,,3104801,,,,,,,,,,,,,,,1,10,0
910149,,1,,0,0,0,9101491,,,,,,,,,,3104901,,,,,,,,,,,,,,,1,10,0
910150,,1,,0,0,0,9101501,34006,9101501,3105002,,,,,,,3105001,,,,,,,,,,,,,,,1,10,0
920101,,1,,0,0,0,9201011,,,,,,,,,,3200101,,,,,,,,,,,1,,,,1,10,0
920102,,1,,0,0,0,9201021,,,,,,,,,,3200201,,,,,,,,,,,1,,,,1,10,0
920103,,1,,0,0,0,9201031,,,,,,,,,,3200301,,,,,,,,,,,1,,,,1,10,0
920104,,1,,0,0,0,9201041,,,,,,,,,,3200401,,,,,,,,,,,1,,,,1,10,0
920105,,1,,0,0,0,9201051,30014,9201051,3200502,,,,,,,3200501,,,,,,,,,,,1,,,,1,10,0
920106,,1,,0,0,0,9201061,,,,,,,,,,3200601,,,,,,,,,,,1,,,,1,10,0
920107,,1,,0,0,0,9201071,,,,,,,,,,3200701,,,,,,,,,,,1,,,,1,10,0
920108,,1,,0,0,0,9201081,,,,,,,,,,3200801,,,,,,,,,,,1,,,,1,10,0
920109,,1,,0,0,0,9201091,,,,,,,,,,3200901,,,,,,,,,,,1,,,,1,10,0
920110,,1,,0,0,0,9201101,30015,9201101,3201002,,,,,,,3201001,,,,,,,,,,,1,,,,1,10,0
930101,,1,,0,0,0,9301011,,,,,,,,,,3300101,,,,,,,,,,,2,,,,1,10,0
930102,,1,,0,0,0,9301021,,,,,,,,,,3300201,,,,,,,,,,,2,,,,1,10,0
930103,,1,,0,0,0,9301031,,,,,,,,,,3300301,,,,,,,,,,,2,,,,1,10,0
930104,,1,,0,0,0,9301041,,,,,,,,,,3300401,,,,,,,,,,,2,,,,1,10,0
930105,,1,,0,0,0,9301051,31008,9301051,3300502,,,,,,,3300501,,,,,,,,,,,2,,,,1,10,0
930106,,1,,0,0,0,9301061,,,,,,,,,,3300601,,,,,,,,,,,2,,,,1,10,0
930107,,1,,0,0,0,9301071,,,,,,,,,,3300701,,,,,,,,,,,2,,,,1,10,0
930108,,1,,0,0,0,9301081,,,,,,,,,,3300801,,,,,,,,,,,2,,,,1,10,0
930109,,1,,0,0,0,9301091,,,,,,,,,,3300901,,,,,,,,,,,2,,,,1,10,0
930110,,1,,0,0,0,9301101,30016,9301101,3301002,,,,,,,3301001,,,,,,,,,,,2,,,,1,10,0
940101,,1,,0,0,0,9401011,,,,,,,,,,3400101,,,,,,,,,,,3,,,,1,10,0
940102,,1,,0,0,0,9401021,,,,,,,,,,3400201,,,,,,,,,,,3,,,,1,10,0
940103,,1,,0,0,0,9401031,,,,,,,,,,3400301,,,,,,,,,,,3,,,,1,10,0
940104,,1,,0,0,0,9401041,,,,,,,,,,3400401,,,,,,,,,,,3,,,,1,10,0
940105,,1,,0,0,0,9401051,30028,9401051,3400502,,,,,,,3400501,,,,,,,,,,,3,,,,1,10,0
940106,,1,,0,0,0,9401061,,,,,,,,,,3400601,,,,,,,,,,,3,,,,1,10,0
940107,,1,,0,0,0,9401071,,,,,,,,,,3400701,,,,,,,,,,,3,,,,1,10,0
940108,,1,,0,0,0,9401081,,,,,,,,,,3400801,,,,,,,,,,,3,,,,1,10,0
940109,,1,,0,0,0,9401091,,,,,,,,,,3400901,,,,,,,,,,,3,,,,1,10,0
940110,,1,,0,0,0,9401101,30029,9401101,3401002,,,,,,,3401001,,,,,,,,,,,3,,,,1,10,0
950101,,1,,0,0,0,9501011,,,,,,,,,,3500101,,,,,,,,,,,4,,,,1,10,0
950102,,1,,0,0,0,9501021,,,,,,,,,,3500201,,,,,,,,,,,4,,,,1,10,0
950103,,1,,0,0,0,9501031,,,,,,,,,,3500301,,,,,,,,,,,4,,,,1,10,0
950104,,1,,0,0,0,9501041,,,,,,,,,,3500401,,,,,,,,,,,4,,,,1,10,0
950105,,1,,0,0,0,9501051,30017,9501051,3500502,,,,,,,3500501,,,,,,,,,,,4,,,,1,10,0
950106,,1,,0,0,0,9501061,,,,,,,,,,3500601,,,,,,,,,,,4,,,,1,10,0
950107,,1,,0,0,0,9501071,,,,,,,,,,3500701,,,,,,,,,,,4,,,,1,10,0
950108,,1,,0,0,0,9501081,,,,,,,,,,3500801,,,,,,,,,,,4,,,,1,10,0
950109,,1,,0,0,0,9501091,,,,,,,,,,3500901,,,,,,,,,,,4,,,,1,10,0
950110,,1,,0,0,0,9501101,30015,9501101,3501002,,,,,,,3501001,,,,,,,,,,,4,,,,1,10,0
