id,name,cname,itemType,rarity,useType,useParam,expireType,expireTime,limitNumber,sellPrice,showInBag
502018,cfg_item_data_name_502018,艾尔亚碎片:蕴含艾尔亚情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502019,cfg_item_data_name_502019,伊古瓦碎片:蕴含伊古瓦情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502020,cfg_item_data_name_502020,克莱门汀碎片:蕴含克莱门汀情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502021,cfg_item_data_name_502021,桀洛碎片:蕴含桀洛情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
502041,cfg_item_data_name_502041,恩菲雷亚碎片:蕴含恩菲雷亚情报的魔力碎片，用于解放角色的深层能力,5,3,4,,0,,999,999,true
503001,cfg_item_data_name_503001,纳札米碎片:蕴含纳札米·艾内克情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503002,cfg_item_data_name_503002,仓助碎片:蕴含仓助情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503003,cfg_item_data_name_503003,扎里尤斯·沙沙碎片:蕴含扎里尤斯·沙沙情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503004,cfg_item_data_name_503004,沙斯林·沙沙碎片:蕴含沙斯林·沙沙情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503005,cfg_item_data_name_503005,库鲁雪·鲁鲁碎片:蕴含库鲁雪·鲁鲁情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503006,cfg_item_data_name_503006,斯修·乔乔碎片:蕴含斯修·乔乔情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503007,cfg_item_data_name_503007,休古·兹兹碎片:蕴含休古·兹兹情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503008,cfg_item_data_name_503008,泽伯鲁·咕咕碎片:蕴含泽伯鲁·咕咕情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503009,cfg_item_data_name_503009,马姆维斯特碎片:蕴含马姆维斯特情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503010,cfg_item_data_name_503010,沙丘隆特碎片:蕴含沙丘隆特情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503011,cfg_item_data_name_503011,克莱姆碎片:蕴含克莱姆情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503012,cfg_item_data_name_503012,勃鲁姆拉修侯碎片:蕴含勃鲁姆拉修侯情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
503013,cfg_item_data_name_503013,尼根碎片:蕴含尼根·古利特情报的魔力碎片，用于解放角色的深层能力,5,2,4,,0,,999,999,true
504001,cfg_item_data_name_504001,布莉塔碎片:蕴含布莉塔情报的魔力碎片，用于解放角色的深层能力,5,1,4,,0,,999,999,true
504002,cfg_item_data_name_504002,彼得碎片:蕴含彼得·莫克情报的魔力碎片，用于解放角色的深层能力,5,1,4,,0,,999,999,true
504003,cfg_item_data_name_504003,卢克诺克碎片:蕴含卢克诺克·波尔布情报的魔力碎片，用于解放角色的深层能力,5,1,4,,0,,999,999,true
504004,cfg_item_data_name_504004,尼亚碎片:蕴含尼亚情报的魔力碎片，用于解放角色的深层能力,5,1,4,,0,,999,999,true
504005,cfg_item_data_name_504005,达因碎片:蕴含达因·伍德旺达情报的魔力碎片，用于解放角色的深层能力,5,1,4,,0,,999,999,true
504006,cfg_item_data_name_504006,鲍里斯碎片:蕴含鲍里斯·阿克赛尔森情报的魔力碎片，用于解放角色的深层能力,5,1,4,,0,,999,999,true
504007,cfg_item_data_name_504007,格林汉碎片:蕴含格林汉情报的魔力碎片，用于解放角色的深层能力,5,1,4,,0,,999,999,true
800001,血瓶,血瓶,104,1,4,"50001,50002,50003,50004",0,,999,0,true
10001,cfg_world_item_data_name_10001,不洁银匙,401,4,4,,0,,1,1,true
10002,cfg_world_item_data_name_10002,神裁之矛,401,4,4,,0,,1,1,true
10003,cfg_world_item_data_name_10003,天幕之盾,401,4,4,,0,,1,1,true
10004,cfg_world_item_data_name_10004,羊皮古卷,401,4,4,,0,,1,1,true
10005,cfg_world_item_data_name_10005,永恒造星,401,4,4,,0,,1,1,true
10006,cfg_world_item_data_name_10006,魔风之镰,401,4,4,,0,,1,1,true
10007,cfg_world_item_data_name_10007,先锋之枪,401,4,4,,0,,1,1,true
10008,cfg_world_item_data_name_10008,统御之玺,401,4,4,,0,,1,1,true
10009,cfg_world_item_data_name_10009,圣血之盅,401,4,4,,0,,1,1,true
10010,cfg_world_item_data_name_10010,琐碎的往昔,401,4,4,,0,,1,1,true
10011,cfg_world_item_data_name_10011,棘刺之矛,401,4,4,,0,,1,1,true
10012,cfg_world_item_data_name_10012,独夫短剑,401,4,4,,0,,1,1,true
10013,cfg_world_item_data_name_10013,楼烦箭矢,401,4,4,,0,,1,1,true
10014,cfg_world_item_data_name_10014,冥河的纱布,401,4,4,,0,,1,1,true
10015,cfg_world_item_data_name_10015,索取与施舍,401,4,4,,0,,1,1,true
10016,cfg_world_item_data_name_10016,悲怆之壁,401,4,4,,0,,1,1,true
10017,cfg_world_item_data_name_10017,鲜红之瑰,401,4,4,,0,,1,1,true
10018,cfg_world_item_data_name_10018,魔灵斗篷,401,4,4,,0,,1,1,true
10019,cfg_world_item_data_name_10019,贝西摩斯之颚,401,4,4,,0,,1,1,true
10020,cfg_world_item_data_name_10020,丑角,401,4,4,,0,,1,1,true
10021,cfg_world_item_data_name_10021,天之瞳,401,4,4,,0,,1,1,true
10022,cfg_world_item_data_name_10022,昏王的愚行,401,4,4,,0,,1,1,true
10023,cfg_world_item_data_name_10023,绝对否定,401,4,4,,0,,1,1,true
10024,cfg_world_item_data_name_10024,光影之晷,401,4,4,,0,,1,1,true
20001,cfg_world_item_data_name_20001,罪欲之肇,401,3,4,,0,,1,1,true
20002,cfg_world_item_data_name_20002,裹尸布的残片,401,3,4,,0,,1,1,true
20003,cfg_world_item_data_name_20003,船夫金币,401,3,4,,0,,1,1,true
20004,cfg_world_item_data_name_20004,撕裂之锋,401,3,4,,0,,1,1,true
20005,cfg_world_item_data_name_20005,背水的决意,401,3,4,,0,,1,1,true
20006,cfg_world_item_data_name_20006,诸言万语碑,401,3,4,,0,,1,1,true
20007,cfg_world_item_data_name_20007,争执的本源,401,3,4,,0,,1,1,true
20008,cfg_world_item_data_name_20008,戈尔贡之面,401,3,4,,0,,1,1,true
20009,cfg_world_item_data_name_20009,艾尔摩之火,401,3,4,,0,,1,1,true
20010,cfg_world_item_data_name_20010,反抗的意志,401,3,4,,0,,1,1,true
20011,cfg_world_item_data_name_20011,繁盛意识,401,3,4,,0,,1,1,true
20012,cfg_world_item_data_name_20012,阵前的砾石,401,3,4,,0,,1,1,true
20013,cfg_world_item_data_name_20013,第五元素,401,3,4,,0,,1,1,true
20014,cfg_world_item_data_name_20014,精准命中,401,3,4,,0,,1,1,true
20015,cfg_world_item_data_name_20015,无想无念,401,3,4,,0,,1,1,true
20016,cfg_world_item_data_name_20016,庇护之泪,401,3,4,,0,,1,1,true
30001,cfg_world_item_data_name_30001,法芙纳之心,401,2,4,,0,,1,1,true
30002,cfg_world_item_data_name_30002,雷暴战神纹印,401,2,4,,0,,1,1,true
30003,cfg_world_item_data_name_30003,原初的恶意,401,2,4,,0,,1,1,true
30004,cfg_world_item_data_name_30004,狮鹫之翼,401,2,4,,0,,1,1,true
30005,cfg_world_item_data_name_30005,星宫天球,401,2,4,,0,,1,1,true
30006,cfg_world_item_data_name_30006,安卡的祝福,401,2,4,,0,,1,1,true
3020101,N选一礼包,N选一礼包临时,101,3,1,6090010,0,,999,1,true
3010101,随机普通礼包临时,随机普通礼包临时,102,3,1,6090010,0,,999,1,true
3010309,cfg_item_data_name_3010309,SR武器匣,15,3,1,"1002,910309012,1006,910309011,1018,910309013",0,,999,1,true
3070409,cfg_item_data_name_3070409,SR武器匣,101,3,1,70004091,0,,999,1,true
1621001,cfg_item_data_name_1621001,R级武器匣,101,2,1,71621001,0,,999,1,true
1622001,cfg_item_data_name_1622001,R级帽子匣,101,2,1,71622001,0,,999,1,true
1623001,cfg_item_data_name_1623001,R级衣服匣,101,2,1,71623001,0,,999,1,true
1624001,cfg_item_data_name_1624001,R级饰品匣,101,2,1,71624001,0,,999,1,true
1631001,cfg_item_data_name_1631001,SR级武器匣,101,3,1,71631001,0,,999,1,true
1632001,cfg_item_data_name_1632001,SR级帽子匣,101,3,1,71632001,0,,999,1,true
1633001,cfg_item_data_name_1633001,SR级衣服匣,101,3,1,71633001,0,,999,1,true
1634001,cfg_item_data_name_1634001,SR级饰品匣,101,3,1,71634001,0,,999,1,true
1641001,cfg_item_data_name_1641001,SSR级武器匣,101,4,1,71641001,0,,999,1,true
1642001,cfg_item_data_name_1642001,SSR级帽子匣,101,4,1,71642001,0,,999,1,true
1643001,cfg_item_data_name_1643001,SSR级衣服匣,101,4,1,71643001,0,,999,1,true
1644001,cfg_item_data_name_1644001,SSR级饰品匣,101,4,1,71644001,0,,999,1,true
1611011,cfg_item_data_name_1611011,SSR武器提升1次,12,2,1,1,0,,999,1,true
1611012,cfg_item_data_name_1611012,SSR武器提升3次,12,3,1,2,0,,999,1,true
1611021,cfg_item_data_name_1611021,SSR武器提升2小时,12,4,1,3,0,,999,1,true
1612011,cfg_item_data_name_1612011,SSR头盔提升1次,12,2,1,4,0,,999,1,true
1612012,cfg_item_data_name_1612012,SSR头盔提升3次,12,3,1,5,0,,999,1,true
1612021,cfg_item_data_name_1612021,SSR头盔提升2小时,12,4,1,6,0,,999,1,true
1613011,cfg_item_data_name_1613011,SSR衣服提升1次,12,2,1,7,0,,999,1,true
1613012,cfg_item_data_name_1613012,SSR衣服提升3次,12,3,1,8,0,,999,1,true
1613021,cfg_item_data_name_1613021,SSR衣服提升2小时,12,4,1,9,0,,999,1,true
1614011,cfg_item_data_name_1614011,SSR饰品提升1次,12,2,1,10,0,,999,1,true
1614012,cfg_item_data_name_1614012,SSR饰品提升3次,12,3,1,11,0,,999,1,true
1614021,cfg_item_data_name_1614021,SSR饰品提升2小时,12,4,1,12,0,,999,1,true
1173007,cfg_item_data_name_1173007,战士饰品-清醒之火,301,3,4,,0,,1,1,true
1173008,cfg_item_data_name_1173008,战士饰品-镇静手镯,301,3,4,,0,,1,1,true
1173009,cfg_item_data_name_1173009,坦克饰品-盾之耳饰,301,3,4,,0,,1,1,true
1173010,cfg_item_data_name_1173010,刺客饰品-匕之耳饰,301,3,4,,0,,1,1,true
1173011,cfg_item_data_name_1173011,神官饰品-真诚宝石,301,3,4,,0,,1,1,true
1173012,cfg_item_data_name_1173012,法师饰品-龙源之戒,301,3,4,,0,,1,1,true
1173013,cfg_item_data_name_1173013,法师饰品-金凰胸针,301,3,4,,0,,1,1,true
1173014,cfg_item_data_name_1173014,泛用饰品-铜木颈圈,301,3,4,,0,,1,1,true
1173015,cfg_item_data_name_1173015,泛用饰品-日眷手镯,301,3,4,,0,,1,1,true
1174007,cfg_item_data_name_1174007,坦克饰品-蝠翼胸针,301,4,4,,0,,1,1,true
1174008,cfg_item_data_name_1174008,战士饰品-深红臂甲,301,4,4,,0,,1,1,true
1174009,cfg_item_data_name_1174009,刺客饰品-菱晶耳饰,301,4,4,,0,,1,1,true
1174010,cfg_item_data_name_1174010,刺客饰品-羽翼胸针,301,4,4,,0,,1,1,true
1174011,cfg_item_data_name_1174011,射手饰品-镰之耳饰,301,4,4,,0,,1,1,true
1174012,cfg_item_data_name_1174012,神官饰品-虔之吊坠,301,4,4,,0,,1,1,true
1174013,cfg_item_data_name_1174013,神官饰品-树心吊坠,301,4,4,,0,,1,1,true
1174014,cfg_item_data_name_1174014,法师饰品-奥能胸针,301,4,4,,0,,1,1,true
1174015,cfg_item_data_name_1174015,法师饰品-贪婪魔戒,301,4,4,,0,,1,1,true
1174016,cfg_item_data_name_1174016,法师饰品-魔能耳饰,301,4,4,,0,,1,1,true
1174017,cfg_item_data_name_1174017,泛用饰品-天堂胸针,301,4,4,,0,,1,1,true
1174018,cfg_item_data_name_1174018,泛用饰品-魔源吊坠,301,4,4,,0,,1,1,true
1174019,cfg_item_data_name_1174019,泛用饰品-火龙之戒,301,4,4,,0,,1,1,true
1174020,cfg_item_data_name_1174020,泛用饰品-寒叶胸针,301,4,4,,0,,1,1,true
1174021,cfg_item_data_name_1174021,泛用饰品-三位手镯,301,4,4,,0,,1,1,true
1174022,cfg_item_data_name_1174022,泛用饰品-诡月吊坠,301,4,4,,0,,1,1,true
980101,cfg_item_data_name_980101,建号第一周积分道具,14,4,4,,0,,999999999,,false
980102,cfg_item_data_name_980102,建号第二周积分道具,14,4,4,,0,,999999999,,false
991631001,cfg_item_data_name_991631001,建号SR武器自选宝箱,101,3,1,991631001,0,,999,1,true
