id,bfPriority,bfGroup,bfOverlayMax,bfType,bfSubType,bfOverlayType,effectName,interval,duration,value1,value2,value3,value4
10120412,,,,,,,effect_1012_ultra2,0.1,0.1,10120511,,,
10120421,,,,,,,effect_1012_ultra,0.1,0.1,0.22,0.1,9,
10120431,,,,,,,effect_1012_ultra,0.1,0.1,0.22,0.12,9,
10120441,,,,,,,effect_1012_ultra,0.1,0.1,0.26,0.12,9,
10120451,,,,,,,effect_1012_ultra,0.1,0.1,0.3,0.12,9,
10120511,1,10120511,4,0,,1,effect_buff,999,999,2,400,,
10120521,2,10120511,4,0,,1,effect_buff,999,999,2,500,,
10120531,3,10120511,4,0,,1,effect_buff,999,999,2,600,,
10120541,4,10120511,4,0,,1,effect_buff,999,999,2,700,,
10120551,5,10120511,4,0,,1,effect_buff,999,999,2,800,,
10130100,,,,,,,effect_empty,0.5,0.5,,,,
10130101,,,,,,,effect_create_bullet,5,5,10130101,,,
10130102,,,,,,,effect_create_bullet,5,5,10130102,,,
10130103,,,,,,,effect_create_bullet,5,5,10130103,,,
10130104,,,,,,,effect_create_bullet,5,5,10130104,,,
10130105,,,,,,,effect_create_bullet,5,5,10130105,,,
10130106,,,,,,,effect_bullet_mag_dmg,0.1,0.1,0.9,0,1,
10130107,,,,,,,effect_bullet_mag_dmg,0.1,0.1,0.95,0,1,
10130108,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1.1,0,1,
10130109,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1.25,0,1,
10130110,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1.45,0,1,
10130111,,,,,,,effect_1013053,0.1,0.1,3.8,,,
10130201,,,,,,,effect_create_bullet,5,5,10130201,,,
10130202,,,,,,,effect_create_bullet,5,5,10130202,,,
10130203,,,,,,,effect_create_bullet,5,5,10130203,,,
10130204,,,,,,,effect_create_bullet,5,5,10130204,,,
10130205,,,,,,,effect_create_bullet,5,5,10130205,,,
10130206,,,,,,,effect_101302,0.1,0.1,1.4,0,0.35,
10130207,,,,,,,effect_101302,0.1,0.1,1.6,0,0.35,
10130208,,,,,,,effect_101302,0.1,0.1,1.6,0,0.35,0.25
10130209,,,,,,,effect_101302,0.1,0.1,1.85,0,0.35,0.25
10130210,,,,,,,effect_101302,0.1,0.1,2.3,0,0.35,0.25
10130211,,,,,,,effect_1013053,0.1,0.1,3.8,,,
10130301,,,,,,,effect_101303,0.4,0.4,10130301,,,
10130302,,,,,,,effect_101303,0.4,0.4,10130302,,,
10130303,,,,,,,effect_101303,0.4,0.4,10130303,,,
10130304,,,,,,,effect_101303,0.4,0.4,10130304,,,
10130305,,,,,,,effect_101303,0.4,0.4,10130305,,,
10130306,,,,,,,effect_1013053,0.1,0.1,3.8,,,
10130307,,,,,,,effect_1013031,0.1,0.1,1.2,0.5,,
10130308,,,,,,,effect_1013031,0.1,0.1,1.35,0.5,,
10130309,,,,,,,effect_1013031,0.1,0.1,1.35,0.5,,10130312
10130310,,,,,,,effect_1013031,0.1,0.1,1.5,0.5,,10130312
10130311,,,,,,,effect_1013031,0.1,0.1,1.8,0.5,,10130312
10130312,1,101303,1,4,4,2,effect_buff,6,6,11,-3000,,
10130406,,,,,,,effect_101304,0.9,0.9,3.9,0.035,,
10130412,,,,,,,effect_101304,0.9,0.9,4.65,0.035,,
10130418,,,,,,,effect_101304,0.9,0.9,5.75,0.035,,
10130424,,,,,,,effect_101304,0.9,0.9,6.9,0.035,,
10130430,,,,,,,effect_101304,0.9,0.9,6.9,0.035,1,
10130431,,,,,,,effect_empty,0.1,0.1,19,7,100,
10130501,,,,,,,effect_101305,1,999,15,2000,,
10130502,,,,,,,effect_101305,1,999,20,2000,,
10130503,,,,,,,effect_101305,1,999,25,2000,,
10130504,,,,,,,effect_101305,1,999,30,2000,,
10130505,,,,,,,effect_101305,1,999,40,2000,,
10130512,,,,,,,effect_empty,999,999,,,,
10130513,,,,,,,effect_empty,0.1,0.1,,,,
10130514,,,,,,,effect_remove_buff_ID,0.1,0.1,10130512,1,,
10130515,,,,,,,effect_1013055,0.1,0.1,10130513,,,
10130516,,,,,,,effect_1013055,0.1,0.1,10130512,10130513,,
10140101,,,,,,,effect_phy_dmg,0.1,0.1,1,0,,
10140102,,,,,,,effect_phy_dmg,0.1,0.1,1.1,0,,
10140103,,,,,,,effect_phy_dmg,0.1,0.1,1.25,0,,
10140104,,,,,,,effect_phy_dmg,0.1,0.1,1.45,0,,
10140105,,,,,,,effect_phy_dmg,0.1,0.1,1.7,0,,
10140201,,,,,,,effect_1014021,0.1,0.1,1.7,0,,
10140202,,,,,,,effect_1014021,0.1,0.1,1.85,0,,
10140203,,,,,,,effect_1014021,0.1,0.1,2.1,0,,
10140204,,,,,,,effect_1014021,0.1,0.1,2.4,0,,
10140205,,,,,,,effect_1014021,0.1,0.1,2.7,0,,
10140206,,,,,,,effect_1014022,0.1,0.1,0.2,,,
10140207,,,,,,,effect_1014022,0.1,0.1,0.2,,,
10140208,,,,,,,effect_1014022,0.1,0.1,0.2,,,
10140209,,,,,,,effect_1014022,0.1,0.1,0.2,,,
10140210,,,,,,,effect_1014022,0.1,0.1,0.25,,,
10140301,,,,,,,effect_phy_dmg,0.1,0.1,2.1,0,,10140306
10140302,,,,,,,effect_phy_dmg,0.1,0.1,2.35,0,,10140307
10140303,,,,,,,effect_phy_dmg,0.1,0.1,2.35,0,,10140308
10140304,,,,,,,effect_phy_dmg,0.1,0.1,2.7,0,,10140309
10140305,,,,,,,effect_phy_dmg,0.1,0.1,3.35,0,,10140310
10140306,1,101403,1,4,2,,effect_buff,10,10,5,-2000,,
10140307,2,101403,1,4,2,,effect_buff,10,10,5,-2000,,
10140308,3,101403,1,4,2,,effect_buff,10,10,5,-3500,,
10140309,4,101403,1,4,2,,effect_buff,10,10,5,-3500,,
10140310,5,101403,1,4,2,,effect_buff,10,10,5,-3500,,
10140400,,,,,,,effect_1014041,2.5,2.5,3.8,,,
10140401,,,,,,,effect_1014042,0.1,0.1,3.8,0,1.5,
10140402,,,,,,,effect_1014042,0.1,0.1,4.35,0,1.5,
10140403,,,,,,,effect_1014042,0.1,0.1,5.15,0,1.5,
10140404,,,,,,,effect_1014042,0.1,0.1,5.9,0,1.5,
10140405,,,,,,,effect_1014042,0.1,0.1,7.25,0,1.5,
10140501,,,,,,,effect_101405,1,999,1400,400,,
10140502,,,,,,,effect_101405,1,999,1600,500,,
10140503,,,,,,,effect_101405,1,999,1800,600,,
10140504,,,,,,,effect_101405,1,999,2100,700,,
10140505,,,,,,,effect_101405,1,999,2400,800,,
10170110,,,,,,,effect_phy_dmg,0.1,0.1,0.7,,,
10170120,,,,,,,effect_phy_dmg,0.1,0.1,0.8,,,
10170130,,,,,,,effect_phy_dmg,0.1,0.1,0.9,,,
10170140,,,,,,,effect_phy_dmg,0.1,0.1,1,,,
10170150,,,,,,,effect_phy_dmg,0.1,0.1,1.15,,,
10170210,,,,,,,effect_1017021,0.1,0.1,0.75,2500,,
10170220,,,,,,,effect_1017021,0.1,0.1,0.9,2500,,
10170230,,,,,,,effect_1017021,0.1,0.1,0.9,3000,,
10170240,,,,,,,effect_1017021,0.1,0.1,1.05,3000,,
10170250,,,,,,,effect_1017021,0.1,0.1,1.05,3500,,
10170310,,,,,,,effect_1017031,0.1,0.1,0,1017071,,
10170320,,,,,,,effect_1017031,0.1,0.1,0,1017072,,
10170330,,,,,,,effect_1017031,0.1,0.1,0,1017073,,
10170340,,,,,,,effect_1017031,0.1,0.1,0,1017074,,
10170350,,,,,,,effect_1017031,0.1,0.1,1,1017075,,
10180001,,,,,,,effect_mag_dmg,0.1,0.1,1,,,
10180002,,,,,,,effect_mag_dmg,0.1,0.1,1.1,,,
10180003,,,,,,,effect_mag_dmg,0.1,0.1,1.25,,,
10180004,,,,,,,effect_mag_dmg,0.1,0.1,1.4,,,
10180005,,,,,,,effect_mag_dmg,0.1,0.1,1.65,,,
10180101,,,,,,,effect_create_bullet,5,5,10180101,,,
10180102,,,,,,,effect_create_bullet,5,5,10180102,,,
10180103,,,,,,,effect_create_bullet,5,5,10180103,,,
10180104,,,,,,,effect_create_bullet,5,5,10180104,,,
10180105,,,,,,,effect_create_bullet,5,5,10180105,,,
10180106,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1,,,
10180107,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1.1,,,
10180108,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1.25,,,
10180109,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1.4,,,
10180110,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1.65,,,
10180201,,,,,,,effect_buff,8,8,8,1000,21,1500
10180202,,,,,,,effect_buff,8,8,8,1500,21,1500
10180203,,,,,,,effect_buff,8,8,8,2000,21,1500
10180204,,,,,,,effect_buff,8,8,8,2500,21,1500
10180205,,,,,,,effect_buff,8,8,8,3000,21,2000
10180300,,,,,,,effect_empty,0.1,0.1,,,,
10180301,,,,,,,effect_mag_dmg,0.1,0.1,2.5,,,10180306
10180302,,,,,,,effect_mag_dmg,0.1,0.1,2.7,,,10180307
10180303,,,,,,,effect_mag_dmg,0.1,0.1,3.1,,,10180308
10180304,,,,,,,effect_mag_dmg,0.1,0.1,3.5,,,10180309
10180305,,,,,,,effect_mag_dmg,0.1,0.1,4.1,,,10180310
10180306,1,101803,1,4,4,1,effect_buff,12,12,11,-1500,,
10180307,2,101803,1,4,4,1,effect_buff,12,12,11,-1500,,
10180308,3,101803,1,4,4,1,effect_buff,12,12,11,-2000,,
10180309,4,101803,1,4,4,1,effect_buff,12,12,11,-2000,,
10180310,5,101803,1,4,4,1,effect_buff,12,12,11,-2000,,
10180400,,,,,,,effect_create_skill,0.1,0.1,10180400,,,
10180401,,,,,,,effect_101804,0.1,0.1,3.6,10180406,5,
10180402,,,,,,,effect_101804,0.1,0.1,4.3,10180407,5,
10180403,,,,,,,effect_101804,0.1,0.1,5,10180408,5,
10180404,,,,,,,effect_101804,0.1,0.1,6,10180409,5,
10180405,,,,,,,effect_101804,0.1,0.1,7,10180410,5,
10180406,,,,,,,effect_buff,16,16,11,-2500,,
10180407,,,,,,,effect_buff,16,16,11,-2500,,
10180408,,,,,,,effect_buff,16,16,11,-2500,,
10180409,,,,,,,effect_buff,16,16,11,-2500,,
10180410,,,,,,,effect_buff,16,16,11,-3000,,
10180411,,,,,,,effect_empty,0.1,0.1,,,,
10180500,,,,,,,effect_1018051,10,999,,,,
10180501,,,,,,,effect_1018052,1,999,350,,,
10180502,,,,,,,effect_1018052,1,999,400,,,
10180503,,,,,,,effect_1018052,1,999,450,,,
10180504,,,,,,,effect_1018052,1,999,500,,,
10180505,,,,,,,effect_1018052,1,999,550,,,
10180506,,,,,,,effect_1018053,0.1,0.1,,,,
10190110,,,,,,,effect_phy_dmg,0.1,0.1,0.7,,,
10190120,,,,,,,effect_phy_dmg,0.1,0.1,0.8,,,
10190130,,,,,,,effect_phy_dmg,0.1,0.1,0.9,,,
10190140,,,,,,,effect_phy_dmg,0.1,0.1,1,,,
10190150,,,,,,,effect_phy_dmg,0.1,0.1,1.15,,,
10190210,,,,,,,effect_phy_dmg,0.1,0.1,0.44,,,10190213
10190211,,,,,,,effect_phy_dmg,0.1,0.1,0.44,,,10190213
10190212,,,,,,,effect_phy_dmg,0.1,0.1,0.57,,,10190213
10190213,1,101902,1,6,2,4,effect_dot_phy,1,5,0.2,0.2,,
10190220,,,,,,,effect_phy_dmg,0.1,0.1,0.51,,,10190213
10190221,,,,,,,effect_phy_dmg,0.1,0.1,0.51,,,10190213
10190222,,,,,,,effect_phy_dmg,0.1,0.1,0.68,,,10190213
10190230,,,,,,,effect_phy_dmg,0.1,0.1,0.51,,,10190233
10190231,,,,,,,effect_phy_dmg,0.1,0.1,0.51,,,10190233
10190232,,,,,,,effect_phy_dmg,0.1,0.1,0.68,,,10190233
10190233,2,101902,1,6,2,4,effect_dot_phy,1,5,0.28,0.28,,
10190240,,,,,,,effect_phy_dmg,0.1,0.1,0.63,,,10190233
10190241,,,,,,,effect_phy_dmg,0.1,0.1,0.63,,,10190233
10190242,,,,,,,effect_phy_dmg,0.1,0.1,0.84,,,10190233
10190250,,,,,,,effect_phy_dmg,0.1,0.1,0.63,,,10190253
10190251,,,,,,,effect_phy_dmg,0.1,0.1,0.63,,,10190253
10190252,,,,,,,effect_phy_dmg,0.1,0.1,0.84,,,10190253
10190253,3,101902,1,6,2,4,effect_dot_phy,1,10,0.28,0.28,,
10190310,,,,,,,effect_shield,5,5,1.5,,2,
10190320,,,,,,,effect_shield,5,5,1.7,,2,
10190330,,,,,,,effect_shield,8,8,1.7,,2,
10190340,,,,,,,effect_shield,8,8,2.1,,2,
10190350,,,,,,,effect_shield,8,8,2.1,,2,
10190410,,,,,,,effect_phy_dmg,0.4,,,,,
10190411,,,,,,,effect_phy_dmg,0.4,,,,,10190415
10190412,,,,,,,effect_phy_dmg,0.4,,,,,10190415
10190413,,,,,,,effect_1019041,0.3,0.3,3,0,,10190414
10190414,,,,,,,effect_beat_back2pos,0.1,4,-3,,,
10190415,1,101904,1,6,2,4,effect_dot_phy,1,5,0.3,0.3,,
10190420,,,,,,,effect_phy_dmg,0.45,,,,,
10190421,,,,,,,effect_phy_dmg,0.45,,,,,10190415
10190422,,,,,,,effect_phy_dmg,0.45,,,,,10190415
10190430,,,,,,,effect_phy_dmg,0.45,,,,,
10190431,,,,,,,effect_phy_dmg,0.45,,,,,10190433
10190432,,,,,,,effect_phy_dmg,0.45,,,,,10190433
10190433,,,,,,,effect_dot_phy,1,5,0.3,0.3,,
10190440,,,,,,,effect_phy_dmg,0.52,,,,,
10190441,,,,,,,effect_phy_dmg,0.52,,,,,10190433
10190442,,,,,,,effect_phy_dmg,0.52,,,,,10190433
10190450,,,,,,,effect_phy_dmg,0.52,,,,,
10190451,,,,,,,effect_phy_dmg,0.52,,,,,10190453
10190452,,,,,,,effect_phy_dmg,0.52,,,,,10190453
10190453,2,101904,1,6,2,4,effect_1019042,1,5,0.3,0.3,,10190454
10190454,,,,,,,effect_buff,5,5,5,-3500,,
10190510,,,,,,,effect_1019051,0.1,0.1,101902,101904,10190511,
10190511,,,,,,,effect_buff,0.5,0.5,58,2400,,
10190520,,,,,,,effect_1019051,0.1,0.1,101902,101904,10190521,
10190521,,,,,,,effect_buff,0.5,0.5,58,2800,,
10190530,,,,,,,effect_1019051,0.1,0.1,101902,101904,10190531,
10190531,,,,,,,effect_buff,0.5,0.5,58,3200,,
10190540,,,,,,,effect_1019051,0.1,0.1,101902,101904,10190541,
10190541,,,,,,,effect_buff,0.5,0.5,58,3600,,
10190550,,,,,,,effect_1019051,0.1,0.1,101902,101904,10190551,
10190551,,,,,,,effect_buff,0.5,0.5,58,4000,,
10210001,,,,,,,effect_mag_dmg,0.1,0.1,0.65,,,
10210002,,,,,,,effect_mag_dmg,0.1,0.1,0.7,,,
10210003,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
10210004,,,,,,,effect_mag_dmg,0.1,0.1,0.9,,,
10210005,,,,,,,effect_mag_dmg,0.1,0.1,1.05,,,
10210101,,,,,,,effect_create_bullet,5,5,10210101,,,
10210102,,,,,,,effect_create_bullet,5,5,10210102,,,
10210103,,,,,,,effect_create_bullet,5,5,10210103,,,
10210104,,,,,,,effect_create_bullet,5,5,10210104,,,
10210105,,,,,,,effect_create_bullet,5,5,10210105,,,
10210106,,,,,,,effect_bullet_mag_dmg,0.1,0.1,0.65,,,
10210107,,,,,,,effect_bullet_mag_dmg,0.1,0.1,0.7,,,
10210108,,,,,,,effect_bullet_mag_dmg,0.1,0.1,0.8,,,
10210109,,,,,,,effect_bullet_mag_dmg,0.1,0.1,0.9,,,
10210110,,,,,,,effect_bullet_mag_dmg,0.1,0.1,1.05,,,
10210201,,,,,,,effect_102102,0.5,999,10210206,,,
10210202,,,,,,,effect_102102,0.5,999,10210207,,,
10210203,,,,,,,effect_102102,0.5,999,10210208,10210211,,
10210204,,,,,,,effect_102102,0.5,999,10210209,10210211,,
10210205,,,,,,,effect_102102,0.5,999,10210210,10210211,,
10210206,1,102102,1,0,,1,effect_buff,999,999,35,2500,,
10210207,1,102102,1,0,,1,effect_buff,999,999,35,3000,,
10210208,1,102102,1,0,,1,effect_buff,999,999,35,3000,,
10210209,1,102102,1,0,,1,effect_buff,999,999,35,3500,,
10210210,1,102102,1,0,,1,effect_buff,999,999,35,4000,,
10210211,2,102102,1,0,,1,effect_buff,6,6,35,5000,,
10210301,,,,,,,effect_create_bullet,5,5,10210301,,,
10210302,,,,,,,effect_create_bullet,5,5,10210302,,,
10210303,,,,,,,effect_create_bullet,5,5,10210303,,,
10210304,,,,,,,effect_create_bullet,5,5,10210304,,,
10210305,,,,,,,effect_create_bullet,5,5,10210305,,,
10210306,,,,,,,effect_create_bullet,5,5,10210306,,,
10210307,,,,,,,effect_create_bullet,5,5,10210307,,,
10210308,,,,,,,effect_create_bullet,5,5,10210308,,,
10210309,,,,,,,effect_create_bullet,5,5,10210309,,,
10210310,,,,,,,effect_create_bullet,5,5,10210310,,,
10210311,,,,,,,effect_create_bullet,5,5,10210311,,,
10210312,,,,,,,effect_create_bullet,5,5,10210312,,,
10210313,,,,,,,effect_create_bullet,5,5,10210313,,,
10210314,,,,,,,effect_create_bullet,5,5,10210314,,,
10210315,,,,,,,effect_create_bullet,5,5,10210315,,,
10210316,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210317,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210318,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210319,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210320,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210321,,,,,,,effect_102103,0.1,0.1,0.45,0.5,,
10210322,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210323,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210324,,,,,,,effect_102103,0.1,0.1,0.6,0.5,,
10210325,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210326,,,,,,,effect_102103,0.1,0.1,0.3,0.5,,
10210327,,,,,,,effect_102103,0.1,0.1,0.8,0.5,,
10210328,,,,,,,effect_102103,0.1,0.1,0.3,0.8,,
10210329,,,,,,,effect_102103,0.1,0.1,0.3,0.8,,
10210330,,,,,,,effect_102103,0.1,0.1,0.8,0.8,,
10210400,,,,0,,,effect_1021041,1,999,0.03,,,
10210401,1,102104,1,0,,,effect_1021042,20,20,0.25,0.6,,
10210402,2,102104,1,0,,,effect_1021042,20,20,0.3,0.6,,
10210403,3,102104,1,0,,,effect_1021042,20,20,0.35,0.6,,
10210404,4,102104,1,0,,,effect_1021042,20,20,0.45,0.6,,
10210405,5,102104,1,0,,,effect_1021042,20,20,0.55,0.6,,
10210501,,,,,,,effect_102105,0.5,999,10210506,10210511,,
10210502,,,,,,,effect_102105,0.5,999,10210507,10210512,,
10210503,,,,,,,effect_102105,0.5,999,10210508,10210513,,
10210504,,,,,,,effect_102105,0.5,999,10210509,10210514,,
10210505,,,,,,,effect_102105,0.5,999,10210510,10210515,,
10210506,1,1021051,1,0,,,effect_buff,20,20,5,-1800,11,-1800
10210507,2,1021051,1,0,,,effect_buff,20,20,5,-2200,11,-2200
10210508,3,1021051,1,0,,,effect_buff,20,20,5,-2600,11,-2600
10210509,4,1021051,1,0,,,effect_buff,20,20,5,-3000,11,-3000
10210510,5,1021051,1,0,,,effect_buff,20,20,5,-3500,11,-3500
10210511,1,1021052,1,0,,,effect_buff,20,20,35,-2500,,
10210512,2,1021052,1,0,,,effect_buff,20,20,35,-3000,,
10210513,3,1021052,1,0,,,effect_buff,20,20,35,-3500,,
10210514,4,1021052,1,0,,,effect_buff,20,20,35,-4000,,
10210515,5,1021052,1,0,,,effect_buff,20,20,35,-4500,,
10220110,,,,,,,effect_create_bullet,1,1,1022101,,,
10220111,,,,,,,effect_mag_dmg,0.1,0.1,0.65,,,
10220120,,,,,,,effect_create_bullet,1,1,1022102,,,
10220121,,,,,,,effect_mag_dmg,0.1,0.1,0.7,,,
10220130,,,,,,,effect_create_bullet,1,1,1022103,,,
10220131,,,,,,,effect_mag_dmg,0.1,0.1,0.8,,,
10220140,,,,,,,effect_create_bullet,1,1,1022104,,,
10220141,,,,,,,effect_mag_dmg,0.1,0.1,0.9,,,
10220150,,,,,,,effect_create_bullet,1,1,1022105,,,
10220151,,,,,,,effect_mag_dmg,0.1,0.1,1.05,,,
10220210,,,,,,,effect_heal,0.1,0.1,2.35,,18,
10220220,,,,,,,effect_heal,0.1,0.1,2.6,,18,
10220230,,,,,,,effect_heal,0.1,0.1,2.6,,18,
10220231,,,,,,,effect_buff,6,6,21,1500,,
10220240,,,,,,,effect_heal,0.1,0.1,3.1,,18,
10220250,,,,,,,effect_heal,0.1,0.1,3.1,,18,
10220251,,,,,,,effect_buff,9,9,21,1500,,
10220310,,,,,,,effect_mag_dmg,0.1,0.1,1.35,,,10220311
10220311,,,,,,,effect_buff,10,10,8,-2500,,
10220320,,,,,,,effect_mag_dmg,0.1,0.1,1.6,,,10220311
10220330,,,,,,,effect_mag_dmg,0.1,0.1,1.6,,,10220331
10220331,,,,,,,effect_buff,10,10,8,-3500,,
10220340,,,,,,,effect_mag_dmg,0.1,0.1,2,,,10220331
10220350,,,,,,,effect_mag_dmg,0.1,0.1,2,,,10220351
10220351,,,,,,,effect_buff,9,9,8,-3500,,
10220410,,,,,,,effect_heal,0.1,0.1,3.55,,18,
10220411,,,,,,,effect_resist_all,5,5,,,,
10220420,,,,,,,effect_heal,0.1,0.1,4,,18,
10220430,,,,,,,effect_heal,0.1,0.1,4,,18,
10220431,,,,,,,effect_buff,5,5,24,4000,,
10220440,,,,,,,effect_heal,0.1,0.1,4.65,,18,
10220450,,,,,,,effect_heal,0.1,0.1,4.65,,18,
10220451,,,,,,,effect_resist_all,8,8,,,,
10220452,,,,,,,effect_buff,8,8,24,4000,,
10220510,,,,,,,effect_buff,999,999,52,2200,,
10220520,,,,,,,effect_buff,999,999,52,2600,,
10220530,,,,,,,effect_buff,999,999,52,3000,,
10220540,,,,,,,effect_buff,999,999,52,3500,,
10220550,,,,,,,effect_buff,999,999,52,4000,,
10240101,,,,,,,effect_phy_dmg,0.1,0.1,1,0,1,
10240102,,,,,,,effect_phy_dmg,0.1,0.1,1.1,0,1,
10240103,,,,,,,effect_phy_dmg,0.1,0.1,1.2,0,1,
10240104,,,,,,,effect_phy_dmg,0.1,0.1,1.35,0,1,
10240105,,,,,,,effect_phy_dmg,0.1,0.1,1.6,0,1,
10240201,,,,,,,effect_phy_dmg,0.1,0.1,0.45,0,4,
10240202,,,,,,,effect_phy_dmg,0.1,0.1,0.45,0,4,
10240203,,,,,,,effect_700902,0.1,0.1,0.6,0,4,0
10240211,,,,,,,effect_phy_dmg,0.1,0.1,0.5,0,4,
10240212,,,,,,,effect_phy_dmg,0.1,0.1,0.5,0,4,
10240213,,,,,,,effect_700902,0.1,0.1,0.65,0,4,0
10240221,,,,,,,effect_phy_dmg,0.1,0.1,0.5,0,4,
10240222,,,,,,,effect_phy_dmg,0.1,0.1,0.5,0,4,
10240223,,,,,,,effect_700902,0.1,0.1,0.65,0,4,3000
10240231,,,,,,,effect_phy_dmg,0.1,0.1,0.55,0,4,
10240232,,,,,,,effect_phy_dmg,0.1,0.1,0.55,0,4,
10240233,,,,,,,effect_700902,0.1,0.1,0.7,0,4,3000
10240241,,,,,,,effect_phy_dmg,0.1,0.1,0.55,0,4,
10240242,,,,,,,effect_phy_dmg,0.1,0.1,0.55,0,4,
10240243,,,,,,,effect_700902,0.1,0.1,0.7,0,4,6000
10240301,,,,,,,effect_create_bullet,1,5,10240301,,,
10240302,,,,,,,effect_bullet_phy_dmg,0.1,0.1,1.45,0,5,
10240311,,,,,,,effect_create_bullet,1,5,10240311,,,
10240312,,,,,,,effect_bullet_phy_dmg,0.1,0.1,1.6,0,5,
10240321,,,,,,,effect_create_bullet,1,5,10240321,,,
10240322,,,,,,,effect_bullet_phy_dmg,0.1,0.1,1.6,0,5,
10240323,,,,,,,effect_phy_dmg,0.1,0.1,1.15,0,5,10240324
10240324,1,102403,3,4,6,1,effect_buff,10,8,22,-1000,,
10240331,,,,,,,effect_create_bullet,1,5,10240331,,,
10240332,,,,,,,effect_bullet_phy_dmg,0.1,0.1,1.6,0,5,
10240333,,,,,,,effect_phy_dmg,0.1,0.1,1.25,0,5,10240324
10240341,,,,,,,effect_create_bullet,1,5,10240341,,,
10240342,,,,,,,effect_bullet_phy_dmg,0.1,0.1,1.6,0,5,
10240343,,,,,,,effect_phy_dmg,0.1,0.1,1.65,0,5,10240344
10240344,1,102403,3,4,6,1,effect_buff,10,8,22,-1500,,
10240400,,,,,,,effect_10240401,1,0.1,,,,
10240401,,,,,,,effect_10240402,0.3,0.3,10240401,,,
10240403,,,,,,,effect_phy_dmg,0.1,0.1,2,0,9,10240600
10240411,,,,,,,effect_10240402,0.3,0.3,10240402,,,
10240413,,,,,,,effect_phy_dmg,0.1,0.1,2.2,0,9,10240600
10240421,,,,,,,effect_10240402,0.3,0.3,10240403,,,
10240423,,,,,,,effect_phy_dmg,0.1,0.1,2.4,0,9,10240600
10240431,,,,,,,effect_10240402,0.3,0.3,10240404,,,
10240433,,,,,,,effect_phy_dmg,0.1,0.1,3,0,9,10240600
10240441,,,,,,,effect_10240402,0.3,0.3,10240405,,,
10240443,,,,,,,effect_phy_dmg,0.1,0.1,4,0,9,10240600
10240499,,,,,,,effect_10240403,1,0.1,,,,
10240501,,,,0,1024,,effect_102405,10,0.1,1,,,
10240502,,,,0,1024,,effect_102405,10,0.1,1,,,
10240511,,,,0,1024,,effect_102405,10,0.1,1.2,,,
10240512,,,,0,1024,,effect_102405,10,0.1,1.2,,,
10240521,,,,0,1024,,effect_102405,10,0.1,1.4,,,
10240522,,,,0,1024,,effect_102405,10,0.1,1.4,,,
10240531,,,,0,1024,,effect_102405,10,0.1,1.75,,,
10240532,,,,0,1024,,effect_102405,10,0.1,1.75,,,
10240541,,,,0,1024,,effect_102405,10,0.1,2,,,
10240542,,,,0,1024,,effect_102405,10,0.1,2,,,
10240600,1,1024,1,2,1,1,effect_dizzy,2,2,,,,
10240699,1,102406,3,3,5,1,effect_buff,10,10,21,1000,,
10310101,,,,,,,effect_phy_dmg,0.1,0.1,1,0,1,
10310102,,,,,,,effect_phy_dmg,0.1,0.1,1.05,0,1,
10310103,,,,,,,effect_phy_dmg,0.1,0.1,1.2,0,1,
10310104,,,,,,,effect_phy_dmg,0.1,0.1,1.35,0,1,
10310105,,,,,,,effect_phy_dmg,0.1,0.1,1.6,0,1,
10310200,,,,,,,effect_103106,0.1,0.1,0.1,,,
10310201,,,,,,,effect_phy_dmg,0.1,0.1,1.5,0,4,
10310202,,,,2,1,,effect_dizzy,1,1,,,,
10310203,,,,,,,effect_phy_dmg,0.1,0.1,1.5,0,4,
10310204,,,,2,1,,effect_dizzy,1.5,1.5,,,,
10310205,,,,,,,effect_phy_dmg,0.1,0.1,1.5,0,4,
10310206,,,,2,1,,effect_dizzy,2,2,,,,
10310207,,,,,,,effect_phy_dmg,0.1,0.1,1.5,0,4,
10310208,,,,2,1,,effect_dizzy,2.5,2.5,,,,
10310209,,,,,,,effect_phy_dmg,0.1,0.1,1.5,0,4,
10310210,,,,2,1,,effect_103102,2.5,2.5,0.1,0.3,2,
10310300,,,,,,,effect_103106,0.1,0.1,0.1,,,
10310301,,,,2,2,,effect_taunt,3,3,,,,
10310302,,,,2,2,,effect_taunt,3,3,,,,
10310303,,,,2,2,,effect_taunt,3,3,,,,
10310304,,,,2,2,,effect_taunt,3,3,,,,
10310305,,,,2,2,,effect_taunt,3,3,,,,
