id,equipID,stage,hp_extra_ratio,phy_atk_extra_ratio,mag_atk_extra_ratio,phy_dfs_extra_ratio,mag_dfs_extra_ratio,hp_max_extra,phy_atk_extra,mag_atk_extra,phy_dfs_extra,mag_dfs_extra,hp_max_percent,phy_atk_percent,mag_atk_percent,phy_dfs_percent,mag_dfs_percent,crit_atk_ratio,crit_dfs_ratio,crit_atk_value,crit_dfs_value,hit_rate_value,evade_value,normal_atk_up,normal_dfs_up,skillAtkUp,skillDfsUp,ultraAtkUp,ultraDfsUp,phyDamAdd,phyDamReduce,magDamAdd,magDamReduce,cure_up,cure_down,heal_up,normal_leech_value,skill_phy_leech_value,skill_mag_leech_value,normal_atk_no_dfs,skill_phy_no_dfs,skill_mag_no_dfs,phyPen,magPen
418,1144003,3,0,0,0,4.42,3.67,0,0,0,74,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,1144003,4,0,0,0,4.94,4.1,0,0,0,98,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,1144003,5,0,0,0,5.2,4.31,0,0,0,123,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,1144011,0,18.83,7.49,0,0,0,478,190,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1144011,1,20.04,7.97,0,0,0,143,57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1144011,2,22.77,9.06,0,0,0,287,114,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,1144011,3,25.81,10.27,0,0,0,430,171,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,1144011,4,28.85,11.48,0,0,0,573,228,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1144011,5,30.37,12.08,0,0,0,717,285,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,1144012,0,27.79,0,0,2.41,0,705,0,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1144012,1,29.58,0,0,2.57,0,212,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,1144012,2,33.61,0,0,2.92,0,423,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1144012,3,38.09,0,0,3.31,0,635,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,1144012,4,42.58,0,0,3.7,0,846,0,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,1144012,5,44.82,0,0,3.89,0,1058,0,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,1144013,0,0,0,0,3.17,2.7,0,0,0,80,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1144013,1,0,0,0,3.38,2.87,0,0,0,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,1144013,2,0,0,0,3.84,3.26,0,0,0,48,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1144013,3,0,0,0,4.35,3.7,0,0,0,72,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,1144013,4,0,0,0,4.86,4.13,0,0,0,97,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1144013,5,0,0,0,5.12,4.35,0,0,0,121,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,1144021,0,18.6,7.61,0,0,0,472,193,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1144021,1,19.8,8.1,0,0,0,142,58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1144021,2,22.5,9.21,0,0,0,283,116,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1144021,3,25.5,10.43,0,0,0,425,174,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,1144021,4,28.5,11.66,0,0,0,566,232,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1144021,5,30,12.27,0,0,0,708,290,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1144022,0,28.24,0,0,2.41,0,717,0,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1144022,1,30.06,0,0,2.56,0,215,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1144022,2,34.16,0,0,2.91,0,430,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1144022,3,38.72,0,0,3.3,0,645,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,1144022,4,43.27,0,0,3.69,0,860,0,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1144022,5,45.55,0,0,3.88,0,1075,0,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1144023,0,0,0,0,3.22,2.69,0,0,0,82,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1144023,1,0,0,0,3.43,2.86,0,0,0,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1144023,2,0,0,0,3.9,3.25,0,0,0,49,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1144023,3,0,0,0,4.42,3.68,0,0,0,74,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1144023,4,0,0,0,4.94,4.12,0,0,0,98,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1144023,5,0,0,0,5.2,4.33,0,0,0,123,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1151001,0,5.6,0,2.33,0,0,154,0,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1151001,1,5.6,0,2.33,0,0,66,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1151002,0,8.41,0,0,0.6,0,232,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1151002,1,8.41,0,0,0.6,0,99,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1151003,0,0,0,0,0.79,1.08,0,0,0,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1151003,1,0,0,0,0.79,1.08,0,0,0,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1152001,0,7.82,0,3.29,0,0,217,0,91,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1152001,1,8.47,0,3.56,0,0,69,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1152001,2,9.2,0,3.87,0,0,145,0,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1152002,0,11.91,0,0,0.84,0,331,0,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1152002,1,12.89,0,0,0.91,0,105,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1152002,2,14.01,0,0,0.99,0,220,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1152003,0,0,0,0,1.13,1.5,0,0,0,31,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1152003,1,0,0,0,1.23,1.63,0,0,0,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1152003,2,0,0,0,1.33,1.77,0,0,0,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1152011,0,7.94,0,3.27,0,0,221,0,91,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,1152011,1,8.6,0,3.54,0,0,70,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1152011,2,9.35,0,3.84,0,0,147,0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1152012,0,11.83,0,0,0.85,0,329,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1152012,1,12.81,0,0,0.92,0,104,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1152012,2,13.92,0,0,1,0,219,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1152013,0,0,0,0,1.12,1.53,0,0,0,31,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1152013,1,0,0,0,1.22,1.66,0,0,0,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1152013,2,0,0,0,1.32,1.8,0,0,0,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1153001,0,12.46,0,5.36,0,0,340,0,146,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1153001,1,13.15,0,5.66,0,0,102,0,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1153001,2,14.71,0,6.33,0,0,218,0,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1153001,3,17.31,0,7.44,0,0,340,0,146,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1153002,0,19.37,0,0,1.36,0,529,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,1153002,1,20.45,0,0,1.44,0,159,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1153002,2,22.87,0,0,1.61,0,339,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,1153002,3,26.91,0,0,1.89,0,529,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1153003,0,0,0,0,1.84,2.47,0,0,0,50,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1153003,1,0,0,0,1.94,2.6,0,0,0,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1153003,2,0,0,0,2.17,2.91,0,0,0,32,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1153003,3,0,0,0,2.55,3.43,0,0,0,50,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1153011,0,12.92,0,5.27,0,0,353,0,144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1153011,1,13.63,0,5.56,0,0,106,0,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1153011,2,15.25,0,6.22,0,0,226,0,92,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1153011,3,17.94,0,7.32,0,0,353,0,144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1153012,0,19.07,0,0,1.38,0,521,0,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1153012,1,20.13,0,0,1.45,0,156,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1153012,2,22.51,0,0,1.63,0,333,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1153012,3,26.48,0,0,1.91,0,521,0,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1153013,0,0,0,0,1.81,2.49,0,0,0,49,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1153013,1,0,0,0,1.91,2.63,0,0,0,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1153013,2,0,0,0,2.14,2.94,0,0,0,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1153013,3,0,0,0,2.51,3.46,0,0,0,49,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1153021,0,12.76,0,5.3,0,0,349,0,145,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1153021,1,13.47,0,5.6,0,0,105,0,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1153021,2,15.07,0,6.26,0,0,223,0,93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1153021,3,17.73,0,7.36,0,0,349,0,145,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1153022,0,19.18,0,0,1.37,0,524,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1153022,1,20.25,0,0,1.45,0,157,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1153022,2,22.65,0,0,1.62,0,335,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1153022,3,26.64,0,0,1.9,0,524,0,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1153023,0,0,0,0,1.82,2.48,0,0,0,50,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1153023,1,0,0,0,1.92,2.62,0,0,0,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1153023,2,0,0,0,2.14,2.93,0,0,0,32,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1153023,3,0,0,0,2.52,3.45,0,0,0,50,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,1154001,0,17.89,0,7.69,0,0,454,0,195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1154001,1,19.04,0,8.19,0,0,136,0,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1154001,2,21.64,0,9.31,0,0,272,0,117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1154001,3,24.52,0,10.55,0,0,409,0,176,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1154001,4,27.41,0,11.79,0,0,545,0,234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1154001,5,28.85,0,12.41,0,0,681,0,293,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1154002,0,27.81,0,0,1.95,0,706,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1154002,1,29.6,0,0,2.08,0,212,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1154002,2,33.64,0,0,2.36,0,423,0,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,1154002,3,38.12,0,0,2.68,0,635,0,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1154002,4,42.61,0,0,2.99,0,847,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1154002,5,44.85,0,0,3.15,0,1058,0,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1154003,0,0,0,0,2.64,3.54,0,0,0,67,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1154003,1,0,0,0,2.81,3.77,0,0,0,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1154003,2,0,0,0,3.19,4.28,0,0,0,40,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1154003,3,0,0,0,3.61,4.85,0,0,0,60,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1154003,4,0,0,0,4.04,5.42,0,0,0,80,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1154003,5,0,0,0,4.25,5.71,0,0,0,100,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1154011,0,18.54,0,7.57,0,0,470,0,192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1154011,1,19.73,0,8.05,0,0,141,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1154011,2,22.42,0,9.15,0,0,282,0,115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1154011,3,25.41,0,10.37,0,0,423,0,173,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1154011,4,28.4,0,11.59,0,0,564,0,230,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1154011,5,29.9,0,12.2,0,0,706,0,288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,1154012,0,27.36,0,0,1.98,0,694,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1154012,1,29.13,0,0,2.11,0,208,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1154012,2,33.1,0,0,2.39,0,417,0,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1154012,3,37.52,0,0,2.71,0,625,0,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1154012,4,41.93,0,0,3.03,0,833,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1154012,5,44.14,0,0,3.19,0,1042,0,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1154013,0,0,0,0,2.59,3.57,0,0,0,66,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1154013,1,0,0,0,2.76,3.81,0,0,0,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1154013,2,0,0,0,3.13,4.32,0,0,0,39,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1154013,3,0,0,0,3.55,4.9,0,0,0,59,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1154013,4,0,0,0,3.97,5.48,0,0,0,79,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1154013,5,0,0,0,4.18,5.77,0,0,0,99,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1154021,0,18.32,0,7.69,0,0,465,0,195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1154021,1,19.5,0,8.19,0,0,139,0,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1154021,2,22.16,0,9.31,0,0,279,0,117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1154021,3,25.11,0,10.55,0,0,418,0,176,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1154021,4,28.07,0,11.79,0,0,558,0,234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1154021,5,29.54,0,12.41,0,0,697,0,293,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,1154022,0,27.81,0,0,1.97,0,706,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1154022,1,29.6,0,0,2.09,0,212,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1154022,2,33.64,0,0,2.38,0,423,0,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1154022,3,38.12,0,0,2.7,0,635,0,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1154022,4,42.61,0,0,3.01,0,847,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1154022,5,44.85,0,0,3.17,0,1058,0,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1154023,0,0,0,0,2.64,3.56,0,0,0,67,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1154023,1,0,0,0,2.81,3.79,0,0,0,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,1154023,2,0,0,0,3.19,4.31,0,0,0,40,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,1154023,3,0,0,0,3.61,4.88,0,0,0,60,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,1154023,4,0,0,0,4.04,5.46,0,0,0,80,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1154023,5,0,0,0,4.25,5.75,0,0,0,100,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1161001,0,5.88,0,1.55,0,0,162,0,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,1161001,1,5.88,0,1.55,0,0,69,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1161002,0,8.83,0,0,0.79,0,243,0,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,1161002,1,8.83,0,0,0.79,0,104,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1161003,0,0,0,0,1.07,1.33,0,0,0,29,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,1161003,1,0,0,0,1.07,1.33,0,0,0,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,1162001,0,8.21,0,2.2,0,0,228,0,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1162001,1,8.89,0,2.38,0,0,72,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,1162001,2,9.66,0,2.58,0,0,152,0,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1162002,0,12.5,0,0,1.12,0,347,0,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1162002,1,13.53,0,0,1.21,0,110,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1162002,2,14.71,0,0,1.31,0,231,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1162003,0,0,0,0,1.5,1.87,0,0,0,42,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1162003,1,0,0,0,1.63,2.02,0,0,0,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1162003,2,0,0,0,1.77,2.2,0,0,0,28,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1162011,0,8.33,0,2.18,0,0,231,0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1162011,1,9.02,0,2.36,0,0,73,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,1162011,2,9.8,0,2.56,0,0,154,0,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,1162012,0,12.41,0,0,1.13,0,345,0,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,1162012,1,13.44,0,0,1.23,0,109,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1162012,2,14.6,0,0,1.33,0,230,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,1162013,0,0,0,0,1.5,1.89,0,0,0,42,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1162013,1,0,0,0,1.62,2.05,0,0,0,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,1162013,2,0,0,0,1.76,2.23,0,0,0,28,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1163001,0,13.08,0,3.57,0,0,357,0,98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,1163001,1,13.8,0,3.77,0,0,107,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,1163001,2,15.44,0,4.22,0,0,229,0,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1163001,3,18.16,0,4.96,0,0,357,0,98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1163002,0,20.33,0,0,1.82,0,555,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1163002,1,21.46,0,0,1.92,0,167,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,1163002,2,24,0,0,2.14,0,355,0,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,1163002,3,28.24,0,0,2.52,0,555,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1163003,0,0,0,0,2.45,3.05,0,0,0,67,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1163003,1,0,0,0,2.59,3.22,0,0,0,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1163003,2,0,0,0,2.9,3.6,0,0,0,43,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1163003,3,0,0,0,3.41,4.23,0,0,0,67,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1163011,0,13.55,0,3.51,0,0,370,0,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1163011,1,14.31,0,3.71,0,0,111,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1163011,2,16,0,4.15,0,0,237,0,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1163011,3,18.82,0,4.88,0,0,370,0,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1163012,0,20,0,0,1.84,0,546,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,1163012,1,21.12,0,0,1.94,0,164,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,1163012,2,23.62,0,0,2.17,0,350,0,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,1163012,3,27.78,0,0,2.55,0,546,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1163013,0,0,0,0,2.41,3.08,0,0,0,66,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1163013,1,0,0,0,2.54,3.25,0,0,0,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1163013,2,0,0,0,2.84,3.63,0,0,0,42,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1163013,3,0,0,0,3.35,4.27,0,0,0,66,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1163021,0,13.39,0,3.54,0,0,366,0,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1163021,1,14.14,0,3.73,0,0,110,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1163021,2,15.81,0,4.18,0,0,234,0,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,1163021,3,18.6,0,4.91,0,0,366,0,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1163022,0,20.13,0,0,1.83,0,550,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1163022,1,21.25,0,0,1.93,0,165,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1163022,2,23.76,0,0,2.16,0,352,0,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1163022,3,27.96,0,0,2.54,0,550,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,1163023,0,0,0,0,2.42,3.07,0,0,0,66,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,1163023,1,0,0,0,2.56,3.24,0,0,0,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,1163023,2,0,0,0,2.86,3.62,0,0,0,42,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
