id,delay,target1,effects1,target2,effects2,target3,effects3
101402201,1.1,100,10140202,,,,
101402202,1.5,1,10140207,,,,
101402301,1.1,100,10140203,,,,
101402302,1.5,1,10140208,,,,
101402401,1.1,100,10140204,,,,
101402402,1.5,1,10140209,,,,
101402501,1.1,100,10140205,,,,
101402502,1.5,1,10140210,,,,
101403101,1.3,100,10140301,,,,
101403201,1.3,100,10140302,,,,
101403301,1.3,100,10140303,,,,
101403401,1.3,100,10140304,,,,
101403501,1.3,100,10140305,,,,
101404000,0.1,100,10140400,,,,
101404101,1.4,100,10140401,,,,
101404201,1.4,100,10140402,,,,
101404301,1.4,100,10140403,,,,
101404401,1.4,100,10140404,,,,
101404501,1.4,100,10140405,,,,
101701101,0.5,100,10170110,,,,
101701102,0.5,100,10170120,,,,
101701103,0.5,100,10170130,,,,
101701104,0.5,100,10170140,,,,
101701105,0.5,100,10170150,,,,
101702101,1.17,100,10170210,,,,
101702102,1.17,100,10170220,,,,
101702103,1.17,100,10170230,,,,
101702104,1.17,100,10170240,,,,
101702105,1.17,100,10170250,,,,
101704101,0.4,100,101704101,,,,
101704102,1.25,100,101704102,,,,
101704103,2.45,100,101704103,,,,
101704201,0.4,100,101704201,,,,
101704202,1.25,100,101704202,,,,
101704203,2.45,100,101704203,,,,
101704301,0.4,100,101704301,,,,
101704302,1.25,100,101704302,,,,
101704303,2.45,100,101704303,,,,
101704401,0.4,100,101704401,,,,
101704402,1.25,100,101704402,,,,
101704403,2.45,100,101704403,,,,
101704501,0.4,100,101704501,,,,
101704502,1.25,100,101704502,,,,
101704503,2.45,100,101704503,,,,
101704504,2.6,1017042,101704504,,,,
101707101,0,1,,,,,
101707102,0,1,,,,,
101707103,0.1,1,"101707101,101707103",,,,
101707104,0.66,1,101707102,,,,
101707201,0,1,,,,,
101707202,0,1,,,,,
101707203,0.1,1,"101707201,101707103",,,,
101707301,0,1,,,,,
101707302,0,1,,,,,
101707303,0.1,1,"101707301,101707103,101707302",,,,
101707401,0,1,,,,,
101707402,0,1,,,,,
101707403,0.1,1,"101707401,101707103,101707402",,,,
101707501,0,1,,,,,
101707502,0,1,,,,,
101707503,0.1,1,"101707501,101707502,101707103",,,,
101800101,0.8,100,10180001,,,,
101800201,0.8,100,10180002,,,,
101800301,0.8,100,10180003,,,,
101800401,0.8,100,10180004,,,,
101800501,0.8,100,10180005,,,,
101801101,0.7,100,10180101,,,,
101801201,0.7,100,10180102,,,,
101801301,0.7,100,10180103,,,,
101801401,0.7,100,10180104,,,,
101801501,0.7,100,10180105,,,,
101802101,1.3,100,10180201,1,10180506,,
101802201,1.3,100,10180202,1,10180506,,
101802301,1.3,100,10180203,1,10180506,,
101802401,1.3,100,10180204,1,10180506,,
101802501,1.3,100,10180205,1,10180506,,
101803000,0.5,100,10180300,,,,
101803101,1.9,100,10180301,1,10180506,,
101803201,1.9,100,10180302,1,10180506,,
101803301,1.9,100,10180303,1,10180506,,
101803401,1.9,100,10180304,1,10180506,,
101803501,1.9,100,10180305,1,10180506,,
101804000,0,1,10180411,,,,
101804001,2.7,100,10180400,,,,
101804101,2.9,100,10180401,,,,
101804201,2.9,100,10180402,,,,
101804301,2.9,100,10180403,,,,
101804401,2.9,100,10180404,,,,
101804501,2.9,100,10180405,,,,
101901101,0.4,100,10190110,,,,
101901201,0.4,100,10190120,,,,
101901301,0.4,100,10190130,,,,
101901401,0.4,100,10190140,,,,
101901501,0.4,100,10190150,,,,
101902101,0.7,100,10190210,,,,
101902102,0.9,100,10190211,,,,
101902103,1.9,100,10190212,,,,
101902201,0.7,100,10190220,,,,
101902202,0.9,100,10190221,,,,
101902203,1.9,100,10190222,,,,
101902301,0.7,100,10190230,,,,
101902302,0.9,100,10190231,,,,
101902303,1.9,100,10190232,,,,
101902401,0.7,100,10190240,,,,
101902402,0.9,100,10190241,,,,
101902403,1.9,100,10190242,,,,
101902501,0.7,100,10190250,,,,
101902502,0.9,100,10190251,,,,
101902503,1.9,100,10190252,,,,
101903101,0.9,100,10190310,,,,
101903201,0.9,100,10190320,,,,
101903301,0.9,100,10190330,,,,
101903401,0.9,100,10190340,,,,
101903501,0.9,100,10190350,,,,
101904101,0.7,1019041,10190410,,,,
101904102,1.5,1019041,10190411,,,,
101904103,1.9,1019041,10190411,,,,
101904104,2.7,1019041,10190411,,,,
101904105,2.9,1019041,10190411,,,,
101904106,3,1019041,10190411,,,,
101904107,3.2,1019041,10190411,,,,
101904108,3.3,1019041,10190411,,,,
101904109,3.5,1019041,10190411,,,,
101904110,4.3,1019041,10190412,,,,
101904201,0.7,1019041,10190420,,,,
101904202,1.5,1019041,10190421,,,,
101904203,1.9,1019041,10190421,,,,
101904204,2.7,1019041,10190421,,,,
101904205,2.9,1019041,10190421,,,,
101904206,3,1019041,10190421,,,,
101904207,3.2,1019041,10190421,,,,
101904208,3.3,1019041,10190421,,,,
101904209,3.5,1019041,10190421,,,,
101904210,4.3,1019041,10190422,,,,
101904301,0.7,1019041,"10190430,10190413",,,,
101904302,1.5,1019041,10190431,,,,
101904303,1.9,1019041,10190431,,,,
101904304,2.7,1019041,10190431,,,,
101904305,2.9,1019041,10190431,,,,
101904306,3,1019041,10190431,,,,
101904307,3.2,1019041,10190431,,,,
101904308,3.3,1019041,10190431,,,,
101904309,3.5,1019041,10190431,,,,
101904310,4.3,1019041,10190432,,,,
101904401,0.7,1019041,"10190440,10190413",,,,
101904402,1.5,1019041,10190441,,,,
101904403,1.9,1019041,10190441,,,,
101904404,2.7,1019041,10190441,,,,
101904405,2.9,1019041,10190441,,,,
101904406,3,1019041,10190441,,,,
101904407,3.2,1019041,10190441,,,,
101904408,3.3,1019041,10190441,,,,
101904409,3.5,1019041,10190441,,,,
101904410,4.3,1019041,10190442,,,,
101904501,0.7,1019041,"10190450,10190413",,,,
101904502,1.5,1019041,10190451,,,,
101904503,1.9,1019041,10190451,,,,
101904504,2.7,1019041,10190451,,,,
101904505,2.9,1019041,10190451,,,,
101904506,3,1019041,10190451,,,,
101904507,3.2,1019041,10190451,,,,
101904508,3.3,1019041,10190451,,,,
101904509,3.5,1019041,10190451,,,,
101904510,4.3,1019041,10190452,,,,
102100101,0.7,100,10210001,,,,
102100201,0.7,100,10210002,,,,
102100301,0.7,100,10210003,,,,
102100401,0.7,100,10210004,,,,
102100501,0.7,100,10210005,,,,
102101101,0.6,100,10210101,,,,
102101201,0.6,100,10210102,,,,
102101301,0.6,100,10210103,,,,
102101401,0.6,100,10210104,,,,
102101501,0.6,100,10210105,,,,
102102101,2,100,10210201,,,,
102102201,2,100,10210202,,,,
102102301,2,100,10210203,,,,
102102401,2,100,10210204,,,,
102102501,2,100,10210205,,,,
102103101,1.1,100,10210301,,,,
102103102,1.2,100,10210302,,,,
102103103,1.2,100,10210303,,,,
102103201,1.1,100,10210304,,,,
102103202,1.2,100,10210305,,,,
102103203,1.2,100,10210306,,,,
102103301,1.1,100,10210307,,,,
102103302,1.2,100,10210308,,,,
102103303,1.2,100,10210309,,,,
102103401,1.1,100,10210310,,,,
102103402,1.2,100,10210311,,,,
102103403,1.2,100,10210312,,,,
102103501,1.1,100,10210313,,,,
102103502,1.2,100,10210314,,,,
102103503,1.2,100,10210315,,,,
102104100,4.2,1,10210400,,,,
102104101,2.8,29,10210401,,,,
102104201,2.8,29,10210402,,,,
102104301,2.8,29,10210403,,,,
102104401,2.8,29,10210404,,,,
102104501,2.8,29,10210405,,,,
102201101,0.5,100,10220110,,,,
102201201,0.5,100,10220120,,,,
102201301,0.5,100,10220130,,,,
102201401,0.5,100,10220140,,,,
102201501,0.5,100,10220150,,,,
102202101,1.17,103,10220210,,,,
102202201,1.17,103,10220220,,,,
102202301,1.17,103,"10220230,10220231",,,,
102202401,1.17,103,"10220240,10220231",,,,
102202501,1.17,103,"10220250,10220251",,,,
102203101,2.1,1022031,10220310,,,,
102203201,2.1,1022031,10220320,,,,
102203301,2.1,1022031,10220330,,,,
102203401,2.1,1022031,10220340,,,,
102203501,2.1,1022031,10220350,,,,
102204101,2.7,103,"10220410,10220411",,,,
102204201,2.7,103,"10220420,10220411",,,,
102204301,2.7,103,"10220430,10220411,10220431",,,,
102204401,2.7,103,"10220440,10220411,10220431",,,,
102204501,2.7,103,"10220450,10220451,10220452",,,,
102401101,0.47,100,10240101,,,,
102401201,0.47,100,10240102,,,,
102401301,0.47,100,10240103,,,,
102401401,0.47,100,10240104,,,,
102401501,0.47,100,10240105,,,,
102402101,0.34,1024021,10240201,,,,
102402102,0.9,1024021,10240202,,,,
102402103,2,1024021,10240203,,,,
102402201,0.34,1024021,10240211,,,,
102402202,0.9,1024021,10240212,,,,
102402203,2,1024021,10240213,,,,
102402301,0.34,1024021,10240221,,,,
102402302,0.9,1024021,10240222,,,,
102402303,2,1024021,10240223,,,,
102402401,0.34,1024021,10240231,,,,
102402402,0.9,1024021,10240232,,,,
102402403,2,1024021,10240233,,,,
102402501,0.34,1024021,10240241,,,,
102402502,0.9,1024021,10240242,,,,
102402503,2,1024021,10240243,,,,
102403101,1.2,1024031,10240301,,,,
102403201,1.2,1024031,10240311,,,,
102403301,1.2,1024031,10240321,,,,
102403302,2.4,1024031,10240323,,,,
102403401,1.2,1024031,10240331,,,,
102403402,2.4,1024031,10240333,,,,
102403501,1.2,1024031,10240341,,,,
102403502,2.4,1024031,10240343,,,,
102404000,0,1,10240400,,,,
102404101,0.31,1,10240401,,,,
102404102,0.5,1024042,10240403,,,,
102404201,0.31,1,10240411,,,,
102404202,0.5,1024042,10240413,,,,
102404301,0.31,1,10240421,,,,
102404302,0.5,1024042,10240423,,,,
102404401,0.31,1,10240431,,,,
102404402,0.5,1024042,10240433,,,,
102404501,0.31,1,10240441,,,,
102404502,0.5,1024042,10240443,,,,
102404999,0.5,1,10240499,,,,
102405101,0,1,10240501,,,,
102405102,0,5,10240502,,,,
102405201,0,1,10240511,,,,
102405202,0,5,10240512,,,,
102405301,0,1,10240521,,,,
102405302,0,5,10240522,,,,
102405401,0,1,10240531,,,,
102405402,0,5,10240532,,,,
102405501,0,1,10240541,,,,
102405502,0,5,10240542,,,,
102406101,0,1,,,,,
102406201,0,1,,,,,
102406999,0,1,10240699,,,,
103101101,0.9,100,10310101,,,,
103101201,0.9,100,10310102,,,,
103101301,0.9,100,10310103,,,,
103101401,0.9,100,10310104,,,,
103101501,0.9,100,10310105,,,,
103102100,0.4,1,10310200,,,,
103102101,0.8,100,"10310201,10310202",,,,
103102201,0.8,100,"10310203,10310204",,,,
103102301,0.8,100,"10310205,10310206",,,,
103102401,0.8,100,"10310207,10310208",,,,
103102501,0.8,100,"10310209,10310210",,,,
103103100,0.6,1,10310300,,,,
103103101,0.8,1031031,10310301,1,10310306,,
103103201,0.8,1031031,10310302,1,10310307,,
103103301,0.8,1031031,10310303,1,"10310308,10310311",,
103103401,0.8,1031031,10310304,1,"10310309,10310312",,
103103501,0.8,1031031,10310305,1,"10310310,10310313",,
103104100,1,1,10310400,,,,
103104101,2,101,10310401,,,,
103104201,2,101,10310402,,,,
103104301,2,101,10310403,,,,
103104401,2,101,10310404,,,,
103104501,2,101,10310405,,,,
199801101,0.45,100,19980110,,,,
199802101,0.92,100,19980210,,,,
199802201,0.92,100,19980220,,,,
199802301,0.92,100,19980230,,,,
199802401,0.92,100,19980240,,,,
199901101,0.6,100,19990110,,,,
199902101,0.7,1999021,19990210,,,,
199902102,0,1999021,19990210,,,,
199905101,0,1,"19990510,19990520",,,,
200101101,0.6,100,20010101,,,,
200101201,0.6,100,20010102,,,,
200101301,0.6,100,20010103,,,,
200101401,0.6,100,20010104,,,,
200101501,0.6,100,20010105,,,,
200102101,0.3,105,20010201,,,,
200102102,0.6,105,20010202,,,,
200102201,0.3,105,20010203,,,,
200102202,0.6,105,20010204,,,,
200102301,0.3,105,20010205,,,,
200102302,0.6,105,20010206,,,,
200102303,1.4,105,20010207,,,,
200102401,0.3,105,20010208,,,,
200102402,0.6,105,20010209,,,,
200102403,1.4,105,20010210,,,,
200102501,0.3,105,20010211,,,,
200102502,0.6,105,20010212,,,,
200102503,1.4,105,20010213,,,,
200103101,1.3,100,20010311,,,,
200103102,0.8,100,20010312,,,,
200103201,1.3,100,20010321,,,,
200103202,0.8,100,20010322,,,,
200103301,1.3,100,20010331,,,,
200103302,0.8,100,20010332,,,,
200103401,1.3,100,20010341,,,,
200103402,0.8,100,20010342,,,,
200103501,1.3,100,20010351,,,,
200103502,0.8,100,20010352,,,,
200104101,1.1,100,20010401,1,20010402,,
200104201,1.1,100,20010403,1,20010404,,
200104301,1.1,100,20010405,1,20010406,,
200104401,1.1,100,20010407,1,20010408,,
200104501,1.1,100,20010409,1,20010410,,
200105101,0,1,20010501,5,20010501,,
200105201,0,1,20010502,5,20010502,,
200105301,0,1,20010503,5,20010503,,
200105401,0,1,20010504,5,20010504,,
200105501,0,1,20010505,5,20010505,,
200501101,0.6,100,20050111,,,,
200501201,0.6,100,20050112,,,,
200501301,0.6,100,20050113,,,,
200501401,0.6,100,20050114,,,,
200501501,0.6,100,20050115,,,,
200502101,1.1,2005021,20050211,,,,
200502201,1.1,2005021,20050212,,,,
200502301,1.1,2005021,20050213,,,,
200502401,1.1,2005021,20050214,,,,
200502501,1.1,2005021,20050215,,,,
200503101,1.6,100,20050311,,,,
200503201,1.6,100,20050321,,,,
200503301,1.6,100,20050331,,,,
200503401,1.6,100,20050341,,,,
200503501,1.6,100,20050351,,,,
200505101,0,101,20050511,,,,
200505201,0,101,20050512,,,,
200505301,0,101,20050513,,,,
200505401,0,101,20050514,,,,
200505501,0,101,20050515,,,,
200506101,1.7,100,20050601,,,,
200506201,1.7,100,20050602,,,,
200506301,1.7,100,20050603,,,,
200506401,1.7,100,20050604,,,,
200506501,1.7,100,20050605,,,,
200601101,0.4,100,20060101,,,,
200601201,0.4,100,20060102,,,,
200601301,0.4,100,20060103,,,,
200601401,0.4,100,20060104,,,,
200601501,0.4,100,20060105,,,,
200602101,0.5,2006021,20060211,,,,
200602102,0.7,2006021,20060212,,,,
200602103,1.1,2006021,20060213,,,,
200602104,1.4,2006021,20060214,,,,
200602105,1.9,2006021,20060215,,,,
200602201,0.5,2006021,20060221,,,,
200602202,0.7,2006021,20060222,,,,
200602203,1.1,2006021,20060223,,,,
200602204,1.4,2006021,20060224,,,,
200602205,1.9,2006021,20060225,,,,
200602301,0.5,2006021,20060231,,,,
200602302,0.7,2006021,20060232,,,,
200602303,1.1,2006021,20060233,,,,
200602304,1.4,2006021,20060234,,,,
200602305,1.9,2006021,20060235,,,,
200602401,0.5,2006021,20060241,,,,
200602402,0.7,2006021,20060242,,,,
200602403,1.1,2006021,20060243,,,,
200602404,1.4,2006021,20060244,,,,
200602405,1.9,2006021,20060245,,,,
200602501,0.5,2006021,20060251,,,,
200602502,0.7,2006021,20060252,,,,
200602503,1.1,2006021,20060253,,,,
200602504,1.4,2006021,20060254,,,,
200602505,1.9,2006021,20060255,,,,
200603101,0.7,2006031,20060301,,,,
200603201,0.7,2006031,20060302,,,,
200603301,0.7,2006031,20060303,,,,
200603401,0.7,2006031,20060304,,,,
200603501,0.7,2006031,20060305,,,,
200604101,0.8,1,20060401,,,,
200604102,1.4,100,20060402,,,,
200604201,0.8,1,20060403,,,,
200604202,1.4,100,20060404,,,,
200604301,0.8,1,20060405,,,,
200604302,1.4,100,20060406,,,,
200604401,0.8,1,20060407,,,,
200604402,1.4,100,20060408,,,,
200604501,0.8,1,20060409,,,,
200604502,1.4,100,20060410,,,,
200700101,0.6,100,20070010,,,,
200700102,0.6,100,20070020,,,,
200700103,0.6,100,20070030,,,,
200700104,0.6,100,20070040,,,,
200700105,0.6,100,20070050,,,,
200701101,0.6,100,20070110,,,,
200701201,0.6,100,20070120,,,,
200701301,0.6,100,20070130,,,,
200701401,0.6,100,20070140,,,,
200701501,0.6,100,20070150,,,,
200702101,0.6,100,20070210,,,,
200702201,0.6,100,20070220,,,,
200702301,0.6,100,20070230,,,,
200702401,0.6,100,20070240,,,,
200702501,0.6,100,20070250,,,,
200703101,0.4,1,20070310,,,,
200703201,0.4,1,20070320,,,,
200703301,0.4,1,20070330,,,,
200703401,0.4,1,20070340,,,,
200703501,0.4,1,20070350,,,,
200704101,0,2007042,20070411,,,,
200704102,0.1,2007042,20070412,,,,
200704103,0.1,2007042,20070414,,,,
200704104,0.2,2007042,20070416,,,,
200704105,0.3,2007042,20070413,,,,
200704106,0.4,2007042,20070415,,,,
200704107,0.4,2007042,20070411,,,,
200704108,0.5,2007042,20070414,,,,
200704109,0.6,2007042,20070412,,,,
200704110,0.7,2007042,20070415,,,,
200704111,0.7,2007042,20070411,,,,
200704112,0.9,2007042,20070414,,,,
200704113,1,2007042,20070413,,,,
200704114,1,2007042,20070416,,,,
200704115,1.1,2007042,20070412,,,,
200704116,1.1,2007042,20070411,,,,
200704117,1.2,2007042,20070414,,,,
200704118,1.2,2007042,20070413,,,,
200704119,1.2,2007042,20070416,,,,
200704120,1.2,2007042,20070412,,,,
200704201,0,2007042,20070421,,,,
200704202,0.1,2007042,20070422,,,,
200704203,0.1,2007042,20070424,,,,
200704204,0.2,2007042,20070426,,,,
200704205,0.3,2007042,20070423,,,,
200704206,0.4,2007042,20070425,,,,
200704207,0.4,2007042,20070421,,,,
200704208,0.5,2007042,20070424,,,,
200704209,0.6,2007042,20070422,,,,
200704210,0.7,2007042,20070425,,,,
200704211,0.7,2007042,20070421,,,,
200704212,0.9,2007042,20070424,,,,
200704213,1,2007042,20070423,,,,
200704214,1,2007042,20070426,,,,
200704215,1.1,2007042,20070422,,,,
200704216,1.1,2007042,20070421,,,,
200704217,1.2,2007042,20070424,,,,
200704218,1.2,2007042,20070423,,,,
200704219,1.2,2007042,20070426,,,,
200704220,1.2,2007042,20070422,,,,
200704301,0,2007042,20070431,,,,
200704302,0.1,2007042,20070432,,,,
200704303,0.1,2007042,20070434,,,,
200704304,0.2,2007042,20070436,,,,
200704305,0.3,2007042,20070433,,,,
200704306,0.4,2007042,20070435,,,,
200704307,0.4,2007042,20070431,,,,
200704308,0.5,2007042,20070434,,,,
200704309,0.6,2007042,20070432,,,,
200704310,0.7,2007042,20070435,,,,
200704311,0.7,2007042,20070431,,,,
200704312,0.9,2007042,20070434,,,,
200704313,1,2007042,20070433,,,,
200704314,1,2007042,20070436,,,,
200704315,1.1,2007042,20070432,,,,
200704316,1.1,2007042,20070431,,,,
200704317,1.2,2007042,20070434,,,,
200704318,1.2,2007042,20070433,,,,
200704319,1.2,2007042,20070436,,,,
200704320,1.2,2007042,20070432,,,,
200704401,0,2007042,20070441,,,,
200704402,0.1,2007042,20070442,,,,
200704403,0.1,2007042,20070444,,,,
200704404,0.2,2007042,20070446,,,,
200704405,0.3,2007042,20070443,,,,
200704406,0.4,2007042,20070445,,,,
200704407,0.4,2007042,20070441,,,,
200704408,0.5,2007042,20070444,,,,
200704409,0.6,2007042,20070442,,,,
200704410,0.7,2007042,20070445,,,,
200704411,0.7,2007042,20070441,,,,
200704412,0.9,2007042,20070444,,,,
200704413,1,2007042,20070443,,,,
200704414,1,2007042,20070446,,,,
200704415,1.1,2007042,20070442,,,,
200704416,1.1,2007042,20070441,,,,
200704417,1.2,2007042,20070444,,,,
200704418,1.2,2007042,20070443,,,,
200704419,1.2,2007042,20070446,,,,
200704420,1.2,2007042,20070442,,,,
200704501,0,2007042,20070451,,,,
200704502,0.1,2007042,20070452,,,,
200704503,0.1,2007042,20070454,,,,
200704504,0.2,2007042,20070456,,,,
200704505,0.3,2007042,20070453,,,,
200704506,0.4,2007042,20070455,,,,
200704507,0.4,2007042,20070451,,,,
200704508,0.5,2007042,20070454,,,,
200704509,0.6,2007042,20070452,,,,
200704510,0.7,2007042,20070455,,,,
200704511,0.7,2007042,20070451,,,,
200704512,0.9,2007042,20070454,,,,
200704513,1,2007042,20070453,,,,
200704514,1,2007042,20070456,,,,
200704515,1.1,2007042,20070452,,,,
200704516,1.1,2007042,20070451,,,,
200704517,1.2,2007042,20070454,,,,
200704518,1.2,2007042,20070453,,,,
200704519,1.2,2007042,20070456,,,,
200704520,1.2,2007042,20070452,,,,
200704601,0,28,20070610,,,,
200704602,0,1,,,,,
200705101,0,1,20070510,,,,
200705201,0,1,20070520,,,,
200705301,0,1,20070530,,,,
200705401,0,1,20070540,,,,
200705501,0,1,20070550,,,,
200901101,0.7,100,20090111,,,,
200901201,0.7,100,20090112,,,,
200901301,0.7,100,20090113,,,,
200901401,0.7,100,20090114,,,,
200901501,0.7,100,20090115,,,,
200902101,1.4,2009041,20090211,,,,
200902201,1.4,2009041,20090221,1,20090222,,
200902301,1.4,2009041,20090231,1,20090232,,
200902401,1.4,2009041,20090241,1,20090242,,
200902501,1.4,2009041,20090251,1,20090252,,
200903101,1.25,100,20090311,,,,
200903201,1.25,100,20090321,,,,
200903301,1.25,100,20090331,,,,
200903401,1.25,100,20090341,,,,
200903501,1.25,100,20090351,,,,
200904101,1.5,101,20090411,,,,
200904201,1.5,101,20090421,,,,
200904301,1.5,101,20090431,,,,
200904302,1.5,1,20090432,,,,
200904401,1.5,101,20090441,,,,
200904402,1.5,1,20090442,,,,
200904501,1.5,101,20090451,,,,
200904502,1.5,1,20090452,,,,
200905101,1.4,1,20090512,,,,
200905201,1.4,1,20090522,,,,
200905301,1.4,1,20090532,,,,
200905401,1.4,1,20090542,,,,
200905501,1.4,1,20090552,,,,
201101101,0.7,100,20110101,,,,
201101201,0.7,100,20110102,,,,
201101301,0.7,100,20110103,,,,
201101401,0.7,100,20110104,,,,
201101501,0.7,100,20110105,,,,
201102101,1.1,100,20110201,,,,
201102201,1.1,100,20110202,,,,
201102301,1.1,100,20110203,,,,
201102401,1.1,100,20110204,,,,
201102501,1.1,100,20110205,,,,
201103000,0.8,100,20110300,,,,
201103101,1.1,100,20110301,,,,
201103201,1.1,100,20110302,,,,
201103301,1.1,100,20110303,,,,
201103401,1.1,100,20110304,,,,
201103501,1.1,100,20110305,,,,
201104101,1.2,100,20110401,,,,
201104102,0.4,2011041,20110406,,,,
201104201,1.2,100,20110402,,,,
201104202,0.4,2011041,20110407,,,,
201104301,1.2,100,20110403,,,,
201104302,0.4,2011041,20110408,,,,
201104401,1.2,100,20110404,,,,
201104402,0.4,2011041,20110409,,,,
201104501,1.2,100,20110405,,,,
201104502,0.4,2011041,20110410,,,,
201400101,0.6,100,20140001,,,,
201400201,0.6,100,20140002,,,,
201400301,0.6,100,20140003,,,,
201400401,0.6,100,20140004,,,,
201400501,0.6,100,20140005,,,,
201401101,0.6,100,20140101,,,,
201401201,0.6,100,20140102,,,,
201401301,0.6,100,20140103,,,,
201401401,0.6,100,20140104,,,,
201401501,0.6,100,20140105,,,,
201402101,0.7,100,20140201,,,,
201402102,0,2014021,20140206,,,,
201402201,0.7,100,20140202,,,,
201402202,0,2014021,20140207,,,,
201402301,0.7,100,20140203,,,,
201402302,0,2014021,20140208,,,,
201402401,0.7,100,20140204,,,,
201402402,0,2014021,20140209,,,,
201402501,0.7,100,20140205,,,,
201402502,0,2014021,20140210,,,,
201403101,0.8,100,20140301,,,,
201403201,0.8,100,20140302,,,,
201403301,0.8,100,20140303,,,,
201403401,0.8,100,20140304,,,,
201403501,0.8,100,20140305,,,,
201404101,1.9,2014041,20140401,1,20140400,,
201404102,1.9,2014042,20140406,,,,
201404201,1.9,2014041,20140402,1,20140400,,
201404202,1.9,2014042,20140407,,,,
201404301,1.9,2014041,20140403,1,20140400,,
201404302,1.9,2014042,20140408,,,,
201404401,1.9,2014041,20140404,1,20140400,,
201404402,1.9,2014042,20140409,,,,
201404501,1.9,2014041,20140405,1,20140400,,
201404502,1.9,2014042,20140410,,,,
201405101,0,28,20140501,,,,
201405201,0,28,20140502,,,,
201405301,0,28,20140503,,,,
201405401,0,28,20140504,,,,
201405501,0,28,20140505,,,,
201500101,0.5,100,20150001,,,,
201500201,0.5,100,20150002,,,,
201500301,0.5,100,20150003,,,,
201500401,0.5,100,20150004,,,,
201500501,0.5,100,20150005,,,,
201501101,0.6,100,20150101,,,,
201501201,0.6,100,20150102,,,,
201501301,0.6,100,20150103,,,,
201501401,0.6,100,20150104,,,,
201501501,0.6,100,20150105,,,,
201502101,0.7,100,20150201,,,,
201502201,0.7,100,20150202,,,,
201502301,0.7,100,20150203,,,,
201502401,0.7,100,20150204,,,,
201502501,0.7,100,20150205,,,,
201503101,1.3,100,20150301,,,,
201503201,1.3,100,20150302,,,,
201503301,1.3,100,20150303,,,,
201503401,1.3,100,20150304,,,,
201503501,1.3,100,20150305,,,,
201504101,0.8,100,20150401,,,,
201504102,1.1,100,20150402,,,,
201504103,2.4,100,"20150403,20150416",,,,
201504201,0.8,100,20150404,,,,
201504202,1.1,100,20150405,,,,
201504203,2.4,100,"20150406,20150416",,,,
201504301,0.8,100,20150407,,,,
201504302,1.1,100,20150408,,,,
201504303,2.4,100,"20150409,20150416",,,,
201504401,0.8,100,20150410,,,,
201504402,1.1,100,20150411,,,,
201504403,2.4,100,"20150412,20150416",,,,
201504501,0.8,100,20150413,,,,
201504502,1.1,100,20150414,,,,
201504503,2.4,100,"20150415,20150416",,,,
201900101,0.7,100,20190001,,,,
201900201,0.7,100,20190002,,,,
201900301,0.7,100,20190003,,,,
201900401,0.7,100,20190004,,,,
201900501,0.7,100,20190005,,,,
201901101,0.7,100,20190101,,,,
201901201,0.7,100,20190102,,,,
201901301,0.7,100,20190103,,,,
201901401,0.7,100,20190104,,,,
201901501,0.7,100,20190105,,,,
201902101,1.4,100,20190201,,,,
201902201,1.4,100,20190202,,,,
201902301,1.4,100,20190203,,,,
201902401,1.4,100,20190204,,,,
201902501,1.4,100,20190205,,,,
201903101,0.7,2019031,20190301,,,,
201903102,1,2019031,20190302,,,,
201903201,0.7,2019031,20190303,,,,
201903202,1,2019031,20190304,,,,
201903301,0.7,2019031,20190305,,,,
201903302,1,2019031,20190306,,,,
201903401,0.7,2019031,20190307,,,,
201903402,1,2019031,20190308,,,,
201903501,0.7,2019031,20190309,,,,
201903502,1,2019031,20190310,,,,
201904101,0.9,100,20190401,,,,
201904102,0.5,2019041,"20190411,20190412,3",,,,
201904201,0.9,100,20190402,,,,
201904202,0.5,2019041,"20190421,20190422,3",,,,
201904301,0.9,100,20190403,,,,
201904302,0.5,2019041,"20190431,20190432,3",,,,
201904401,0.9,100,20190404,,,,
201904402,0.5,2019041,"20190441,20190442,3",,,,
201904501,0.9,100,20190405,,,,
201904502,0.5,2019041,"20190451,20190452,3",,,,
202001101,0.3,100,20200101,,,,
202001201,0.3,100,20200102,,,,
202001301,0.3,100,20200103,,,,
202001401,0.3,100,20200104,,,,
202001501,0.3,100,20200105,,,,
202002101,0.96,1,20200201,,,,
202002201,0.96,1,20200202,,,,
202002301,0.96,1,20200203,,,,
202002401,0.96,1,20200204,,,,
202002501,0.96,1,20200205,,,,
202004101,0.5,100,20200401,,,,
202004102,2.3,100,20200402,,,,
202004201,0.5,100,20200403,,,,
202004202,2.3,100,20200404,,,,
202004301,0.5,100,20200405,,,,
202004302,2.3,100,20200406,,,,
202004401,0.5,100,20200407,,,,
202004402,2.3,100,20200408,,,,
202004501,0.5,100,20200409,,,,
202004502,2.3,100,20200410,,,,
202006001,0.97,2,20200600,,,,
202006101,1.1,1000,20200601,,,,
202006201,1.1,1000,20200602,,,,
202006301,1.1,1000,20200603,,,,
202006401,1.1,1000,20200604,,,,
202006501,1.1,1000,20200605,,,,
202101101,0.4,100,20210110,,,,
202101102,0.85,100,20210111,,,,
202101201,0.4,100,20210120,,,,
202101202,0.85,100,20210121,,,,
202101301,0.4,100,20210130,,,,
202101302,0.85,100,20210131,,,,
202101401,0.4,100,20210140,,,,
202101402,0.85,100,20210141,,,,
202101501,0.4,100,20210150,,,,
202101502,0.85,100,20210151,,,,
